player_id,player_name,order,team,opp_pitcher,matchup,weather,blended_iso,drought_games,core_hr_prob,hazard_mult,synergy_prob,synergy_score,target_call,rank
664983,Jake McCarthy,6,Colorado Rockies,Cade Cavalli (RHP),L vs R,[NEUTRAL 74° 5MPH],0.141,13,12.1,1.34,16.2,32.5,⚾ Standard Rotation,16
699013,Esmerlyn Valdez,4,Pittsburgh Pirates,Robbie Ray (LHP),R vs L,[NEUTRAL 72° 3MPH],0.127,24,10.1,1.6,16.1,32.2,⚾ Standard Rotation,17
701162,Ben Malgeri,1,Detroit Tigers,Drew Rasmussen (RHP),R vs R,[🔥 AIR SURGE 65° 14MPH],0.248,6,19.7,0.82,16.1,32.2,⚾ Standard Rotation,18
664954,Brett Sullivan,2,Colorado Rockies,Cade Cavalli (RHP),L vs R,[NEUTRAL 74° 5MPH],0.205,5,17.3,0.93,16.1,32.2,⚾ Standard Rotation,19
642350,Jose Siri,5,Los Angeles Angels,Parker Messick (LHP),R vs L,[NEUTRAL 72°],0.133,13,11.9,1.34,16.0,32.0,⚾ Standard Rotation,20
661531,Brian Serven,2,Athletics,Zebby Matthews (RHP),R vs R,[DOME / CONTROLLED],0.279,0,20.9,0.75,15.7,31.3,⚾ Standard Rotation,21
686527,Dominic Canzone,4,Seattle Mariners,Zack Wheeler (RHP),L vs R,[NEUTRAL 72°],0.129,10,10.0,1.53,15.4,30.7,⚾ Standard Rotation,22
608324,Alex Bregman,1,Chicago Cubs,Merrill Kelly (RHP),R vs R,[DOME / CONTROLLED],0.27,1,20.2,0.75,15.2,30.4,⚾ Standard Rotation,23
665487,Fernando Tatis Jr.,2,San Diego Padres,Braxton Ashcraft (RHP),R vs R,[NEUTRAL 72° 3MPH],0.309,0,20.1,0.75,15.1,30.2,⚾ Standard Rotation,24
665019,Kody Clemens,7,Minnesota Twins,Jeffrey Springs (LHP),L vs L,[DOME / CONTROLLED],0.162,6,11.7,1.23,14.4,28.9,⚾ Standard Rotation,25
650559,Bryan De La Cruz,3,Philadelphia Phillies,Logan Gilbert (RHP),R vs R,[NEUTRAL 72°],0.145,11,10.3,1.39,14.2,28.5,⚾ Standard Rotation,26
665923,Esteury Ruiz,4,Miami Marlins,Ranger Suarez (LHP),R vs L,[DOME / CONTROLLED],0.13,10,11.7,1.21,14.1,28.2,⚾ Standard Rotation,27
545361,Mike Trout,7,Los Angeles Angels,Parker Messick (LHP),R vs L,[NEUTRAL 72°],0.117,12,10.6,1.33,14.1,28.1,⚾ Standard Rotation,28
666176,Jo Adell,7,Cleveland Guardians,George Klassen (RHP),R vs R,[NEUTRAL 72°],0.248,1,18.8,0.75,14.1,28.1,⚾ Standard Rotation,29
553993,Eugenio Suárez,3,Cincinnati Reds,TBD Pitcher (RHP),R vs R,[NEUTRAL 59° 5MPH],0.165,11,10.3,1.35,13.9,27.8,⚾ Standard Rotation,30
681715,Heriberto Hernández,6,Miami Marlins,Ranger Suarez (LHP),R vs L,[DOME / CONTROLLED],0.193,1,17.0,0.75,12.8,25.6,⚾ Standard Rotation,31
664023,Ian Happ,4,Chicago Cubs,Merrill Kelly (RHP),S vs R,[DOME / CONTROLLED],0.22,0,16.8,0.75,12.6,25.2,⚾ Standard Rotation,32
701538,Jackson Merrill,5,San Diego Padres,Braxton Ashcraft (RHP),L vs R,[NEUTRAL 72° 3MPH],0.227,0,16.6,0.75,12.5,24.9,⚾ Standard Rotation,33
663993,Nathaniel Lowe,9,Cleveland Guardians,George Klassen (RHP),L vs R,[NEUTRAL 72°],0.144,7,12.4,0.98,12.1,24.2,⚾ Standard Rotation,34
666160,Mickey Moniak,8,Colorado Rockies,Cade Cavalli (RHP),L vs R,[NEUTRAL 74° 5MPH],0.186,1,15.8,0.75,11.9,23.7,⚾ Standard Rotation,35
624424,Michael Conforto,7,Chicago Cubs,Merrill Kelly (RHP),L vs R,[DOME / CONTROLLED],0.186,0,15.7,0.75,11.8,23.6,⚾ Standard Rotation,36
671732,Lawrence Butler,9,Athletics,Zebby Matthews (RHP),L vs R,[DOME / CONTROLLED],0.182,7,15.4,0.75,11.6,23.2,⚾ Standard Rotation,37
695670,Harry Ford,8,Washington Nationals,Ryan Feltner (RHP),R vs R,[NEUTRAL 74° 5MPH],0.133,7,10.5,1.09,11.5,23.0,⚾ Standard Rotation,38
608369,Corey Seager,3,Texas Rangers,TBD Pitcher (RHP),L vs R,[DOME / CONTROLLED],0.175,3,14.9,0.75,11.2,22.3,⚾ Standard Rotation,39
656537,Derek Hill,6,Philadelphia Phillies,Logan Gilbert (RHP),R vs R,[NEUTRAL 72°],0.148,13,10.4,1.06,11.1,22.2,⚾ Standard Rotation,40
682657,Angel Martínez,2,Cleveland Guardians,George Klassen (RHP),S vs R,[NEUTRAL 72°],0.115,12,9.1,1.21,11.0,22.1,⚾ Standard Rotation,41
676356,Jonny DeLuca,4,Tampa Bay Rays,Framber Valdez (LHP),R vs L,[🔥 AIR SURGE 65° 14MPH],0.108,12,10.3,1.05,10.8,21.6,⚾ Standard Rotation,42
686797,Brooks Lee,3,Minnesota Twins,Jeffrey Springs (LHP),S vs L,[DOME / CONTROLLED],0.2,0,14.3,0.75,10.7,21.5,⚾ Standard Rotation,43
681807,David Fry,6,Cleveland Guardians,George Klassen (RHP),R vs R,[NEUTRAL 72°],0.133,14,10.4,1.02,10.7,21.3,⚾ Standard Rotation,44
694249,Cole Carrigg,3,Colorado Rockies,Cade Cavalli (RHP),S vs R,[NEUTRAL 74° 5MPH],0.082,23,6.6,1.6,10.5,21.1,⚾ Standard Rotation,45
657757,Gavin Sheets,4,San Diego Padres,Braxton Ashcraft (RHP),L vs R,[NEUTRAL 72° 3MPH],0.188,4,14.0,0.75,10.5,21.0,⚾ Standard Rotation,46
657136,Connor Wong,6,Boston Red Sox,Sandy Alcantara (RHP),R vs R,[DOME / CONTROLLED],0.176,2,13.6,0.75,10.2,20.5,⚾ Standard Rotation,47
667452,Corey Julks,4,Detroit Tigers,Drew Rasmussen (RHP),R vs R,[🔥 AIR SURGE 65° 14MPH],0.167,3,13.6,0.75,10.2,20.4,⚾ Standard Rotation,48
664040,Brandon Lowe,2,Pittsburgh Pirates,Robbie Ray (LHP),L vs L,[NEUTRAL 72° 3MPH],0.215,2,13.5,0.75,10.1,20.2,⚾ Standard Rotation,49
547180,Bryce Harper,4,Philadelphia Phillies,Logan Gilbert (RHP),L vs R,[NEUTRAL 72°],0.173,1,13.2,0.75,9.9,19.9,⚾ Standard Rotation,50
695657,Colson Montgomery,5,Chicago White Sox,Kumar Rocker (RHP),L vs R,[DOME / CONTROLLED],0.155,2,13.2,0.75,9.9,19.8,⚾ Standard Rotation,51
805811,Bryce Eldridge,2,San Francisco Giants,Chase Burns (RHP),L vs R,[NEUTRAL 59° 5MPH],0.172,5,11.7,0.83,9.7,19.4,⚾ Standard Rotation,52
641680,Jonah Heim,8,Athletics,Zebby Matthews (RHP),S vs R,[DOME / CONTROLLED],0.081,20,6.5,1.49,9.6,19.2,⚾ Standard Rotation,53
701785,Kaelen Culpepper,6,Minnesota Twins,Jeffrey Springs (LHP),R vs L,[DOME / CONTROLLED],0.143,1,12.8,0.75,9.6,19.2,⚾ Standard Rotation,54
622761,Jorge Mateo,5,Tampa Bay Rays,Framber Valdez (LHP),R vs L,[🔥 AIR SURGE 65° 14MPH],0.135,2,12.7,0.75,9.5,19.0,⚾ Standard Rotation,55
642201,Eli White,7,Boston Red Sox,Sandy Alcantara (RHP),R vs R,[DOME / CONTROLLED],0.078,23,6.2,1.51,9.4,18.9,⚾ Standard Rotation,56
669394,Jake Burger,8,Texas Rangers,TBD Pitcher (RHP),R vs R,[DOME / CONTROLLED],0.148,5,11.6,0.81,9.4,18.7,⚾ Standard Rotation,57
695734,Daylen Lile,6,Washington Nationals,Ryan Feltner (RHP),L vs R,[NEUTRAL 74° 5MPH],0.099,14,8.6,1.07,9.2,18.5,⚾ Standard Rotation,58
668800,Andrew Knizner,1,San Francisco Giants,Chase Burns (RHP),R vs R,[NEUTRAL 59° 5MPH],0.2,1,12.3,0.75,9.2,18.5,⚾ Standard Rotation,59
691594,Javier Sanoja,8,Miami Marlins,Ranger Suarez (LHP),R vs L,[DOME / CONTROLLED],0.135,3,12.2,0.75,9.1,18.3,⚾ Standard Rotation,60
668904,Royce Lewis,9,Minnesota Twins,Jeffrey Springs (LHP),R vs L,[DOME / CONTROLLED],0.078,15,7.1,1.25,8.9,17.8,⚾ Standard Rotation,61
691788,Joe Mack,9,Miami Marlins,Ranger Suarez (LHP),L vs L,[DOME / CONTROLLED],0.158,4,11.5,0.78,8.9,17.8,⚾ Standard Rotation,62
605137,Josh Bell,5,Minnesota Twins,Jeffrey Springs (LHP),S vs L,[DOME / CONTROLLED],0.163,4,11.8,0.75,8.9,17.8,⚾ Standard Rotation,63
691011,Drew Romo,6,Chicago White Sox,Kumar Rocker (RHP),S vs R,[DOME / CONTROLLED],0.151,3,11.8,0.75,8.9,17.8,⚾ Standard Rotation,64
607043,Brandon Nimmo,1,Texas Rangers,TBD Pitcher (RHP),L vs R,[DOME / CONTROLLED],0.099,13,8.6,1.02,8.8,17.6,⚾ Standard Rotation,65
678882,Ceddanne Rafaela,5,Boston Red Sox,Sandy Alcantara (RHP),R vs R,[DOME / CONTROLLED],0.104,10,8.2,1.06,8.7,17.4,⚾ Standard Rotation,66
687551,Drew Gilbert,6,San Francisco Giants,Chase Burns (RHP),L vs R,[NEUTRAL 59° 5MPH],0.17,2,11.6,0.75,8.7,17.4,⚾ Standard Rotation,67
680776,Jarren Duran,9,Boston Red Sox,Sandy Alcantara (RHP),L vs R,[DOME / CONTROLLED],0.133,3,11.5,0.75,8.6,17.2,⚾ Standard Rotation,68
682634,Kevin Alcántara,5,Chicago Cubs,Merrill Kelly (RHP),R vs R,[DOME / CONTROLLED],0.146,4,11.4,0.75,8.6,17.1,⚾ Standard Rotation,69
665804,Miguel Amaya,8,Chicago Cubs,Merrill Kelly (RHP),R vs R,[DOME / CONTROLLED],0.144,4,11.3,0.75,8.5,17.0,⚾ Standard Rotation,70
669134,Luis Campusano,8,San Diego Padres,Braxton Ashcraft (RHP),R vs R,[NEUTRAL 72° 3MPH],0.12,7,8.3,1.01,8.4,16.8,⚾ Standard Rotation,71
687749,Jase Bowen,7,San Diego Padres,Braxton Ashcraft (RHP),R vs R,[NEUTRAL 72° 3MPH],0.164,3,11.2,0.75,8.4,16.8,⚾ Standard Rotation,72
694208,Moisés Ballesteros,8,Los Angeles Angels,Parker Messick (LHP),L vs L,[NEUTRAL 72°],0.069,47,5.2,1.6,8.3,16.6,⚾ Standard Rotation,73
689414,Liam Hicks,8,Tampa Bay Rays,Framber Valdez (LHP),L vs L,[🔥 AIR SURGE 65° 14MPH],0.144,1,11.0,0.75,8.3,16.5,⚾ Standard Rotation,74
677594,Julio Rodríguez,7,Seattle Mariners,Zack Wheeler (RHP),R vs R,[NEUTRAL 72°],0.126,10,8.9,0.92,8.2,16.4,⚾ Standard Rotation,75
691781,Brady House,4,Washington Nationals,Ryan Feltner (RHP),R vs R,[NEUTRAL 74° 5MPH],0.139,6,11.0,0.75,8.2,16.4,⚾ Standard Rotation,76
805367,Chase Meidroth,4,Chicago White Sox,Kumar Rocker (RHP),R vs R,[DOME / CONTROLLED],0.138,11,10.9,0.75,8.2,16.3,⚾ Standard Rotation,77
545121,Ildemaro Vargas,4,Arizona Diamondbacks,Kevin Gausman (RHP),S vs R,[DOME / CONTROLLED],0.138,6,10.8,0.75,8.1,16.3,⚾ Standard Rotation,78
643217,Andrew Benintendi,1,Chicago White Sox,Kumar Rocker (RHP),L vs R,[DOME / CONTROLLED],0.119,5,10.3,0.79,8.1,16.2,⚾ Standard Rotation,79
683737,Michael Busch,6,Chicago Cubs,Merrill Kelly (RHP),L vs R,[DOME / CONTROLLED],0.124,1,10.7,0.75,8.0,16.1,⚾ Standard Rotation,80
543510,James McCann,5,Arizona Diamondbacks,Kevin Gausman (RHP),R vs R,[DOME / CONTROLLED],0.134,9,10.5,0.76,8.0,16.0,⚾ Standard Rotation,81
624431,Jose Trevino,7,Cincinnati Reds,TBD Pitcher (RHP),R vs R,[NEUTRAL 59° 5MPH],0.171,8,10.6,0.75,8.0,16.0,⚾ Standard Rotation,82
690993,Colt Keith,3,Detroit Tigers,Drew Rasmussen (RHP),L vs R,[🔥 AIR SURGE 65° 14MPH],0.118,6,10.7,0.75,8.0,16.0,⚾ Standard Rotation,83
680574,Matt McLain,9,Cincinnati Reds,TBD Pitcher (RHP),R vs R,[NEUTRAL 59° 5MPH],0.17,1,10.5,0.75,7.9,15.8,⚾ Standard Rotation,84
655316,Andruw Monasterio,2,Boston Red Sox,Sandy Alcantara (RHP),R vs R,[DOME / CONTROLLED],0.072,23,5.8,1.35,7.8,15.6,⚾ Standard Rotation,85
668670,Jake Rogers,7,Chicago White Sox,Kumar Rocker (RHP),R vs R,[DOME / CONTROLLED],0.132,2,10.4,0.75,7.8,15.6,⚾ Standard Rotation,86
672569,Gustavo Campero,4,Los Angeles Angels,Parker Messick (LHP),S vs L,[NEUTRAL 72°],0.142,2,10.4,0.75,7.8,15.6,⚾ Standard Rotation,87
701678,Hao-Yu Lee,8,Detroit Tigers,Drew Rasmussen (RHP),R vs R,[🔥 AIR SURGE 65° 14MPH],0.126,1,10.4,0.75,7.8,15.6,⚾ Standard Rotation,88
691783,Jordan Lawlar,6,Arizona Diamondbacks,Kevin Gausman (RHP),R vs R,[DOME / CONTROLLED],0.132,1,10.4,0.75,7.8,15.6,⚾ Standard Rotation,89
666139,Josh Lowe,6,Los Angeles Angels,Parker Messick (LHP),L vs L,[NEUTRAL 72°],0.142,5,10.3,0.75,7.8,15.5,⚾ Standard Rotation,90
800050,Chase DeLauter,5,Cleveland Guardians,George Klassen (RHP),L vs R,[NEUTRAL 72°],0.102,8,8.9,0.85,7.6,15.2,⚾ Standard Rotation,91
691277,Deyvison De Los Santos,3,Miami Marlins,Ranger Suarez (LHP),R vs L,[DOME / CONTROLLED],0.111,4,10.1,0.75,7.5,15.1,⚾ Standard Rotation,92
640459,Brian Navarreto,2,Miami Marlins,Ranger Suarez (LHP),R vs L,[DOME / CONTROLLED],0.111,2,10.1,0.75,7.6,15.1,⚾ Standard Rotation,93
672515,Gabriel Moreno,2,Arizona Diamondbacks,Kevin Gausman (RHP),R vs R,[DOME / CONTROLLED],0.127,4,10.0,0.75,7.5,15.0,⚾ Standard Rotation,94
663728,Cal Raleigh,2,Seattle Mariners,Zack Wheeler (RHP),S vs R,[NEUTRAL 72°],0.142,2,10.0,0.75,7.5,15.0,⚾ Standard Rotation,95
813841,Jonah Cox,7,San Francisco Giants,Chase Burns (RHP),R vs R,[NEUTRAL 59° 5MPH],0.16,0,10.0,0.75,7.5,15.0,⚾ Standard Rotation,96
807712,Luke Keaschall,8,Minnesota Twins,Jeffrey Springs (LHP),R vs L,[DOME / CONTROLLED],0.109,1,9.9,0.75,7.4,14.8,⚾ Standard Rotation,97
622268,Donovan Walton,5,Athletics,Zebby Matthews (RHP),L vs R,[DOME / CONTROLLED],0.112,1,9.7,0.75,7.3,14.6,⚾ Standard Rotation,98
656577,Alex Jackson,2,Minnesota Twins,Jeffrey Springs (LHP),R vs L,[DOME / CONTROLLED],0.107,10,9.7,0.75,7.3,14.5,⚾ Standard Rotation,99
668804,Bryan Reynolds,3,Pittsburgh Pirates,Robbie Ray (LHP),S vs L,[NEUTRAL 72° 3MPH],0.074,24,4.9,1.44,7.0,14.0,⚾ Standard Rotation,100
672724,Oswald Peraza,9,Los Angeles Angels,Parker Messick (LHP),R vs L,[NEUTRAL 72°],0.055,54,5.1,1.35,6.9,13.8,⚾ Standard Rotation,101
668709,JJ Bleday,6,Cincinnati Reds,TBD Pitcher (RHP),L vs R,[NEUTRAL 59° 5MPH],0.131,1,9.0,0.75,6.8,13.6,⚾ Standard Rotation,102
643446,Jeff McNeil,7,Athletics,Zebby Matthews (RHP),L vs R,[DOME / CONTROLLED],0.102,5,8.9,0.75,6.7,13.4,⚾ Standard Rotation,103
686611,Dylan Crews,7,Washington Nationals,Ryan Feltner (RHP),R vs R,[NEUTRAL 74° 5MPH],0.097,11,7.7,0.86,6.6,13.2,⚾ Standard Rotation,104
669016,Brandon Marsh,2,Philadelphia Phillies,Logan Gilbert (RHP),L vs R,[NEUTRAL 72°],0.106,7,8.3,0.8,6.6,13.2,⚾ Standard Rotation,105
694203,Denzer Guzman,3,Los Angeles Angels,Parker Messick (LHP),R vs L,[NEUTRAL 72°],0.096,3,8.8,0.75,6.6,13.2,⚾ Standard Rotation,106
663330,Jahmai Jones,8,Boston Red Sox,Sandy Alcantara (RHP),R vs R,[DOME / CONTROLLED],0.11,9,8.7,0.75,6.5,13.0,⚾ Standard Rotation,107
805300,Jakob Marsee,7,Miami Marlins,Ranger Suarez (LHP),L vs L,[DOME / CONTROLLED],0.118,1,8.7,0.75,6.5,13.0,⚾ Standard Rotation,108
608070,José Ramírez,8,Cleveland Guardians,George Klassen (RHP),S vs R,[NEUTRAL 72°],0.063,31,5.1,1.27,6.5,12.9,⚾ Standard Rotation,109
677649,Ezequiel Duran,7,Texas Rangers,TBD Pitcher (RHP),R vs R,[DOME / CONTROLLED],0.108,0,8.6,0.75,6.4,12.9,⚾ Standard Rotation,110
666126,Carlos Cortes,3,Athletics,Zebby Matthews (RHP),L vs R,[DOME / CONTROLLED],0.064,23,5.6,1.13,6.4,12.8,⚾ Standard Rotation,111
696285,Jacob Young,9,Washington Nationals,Ryan Feltner (RHP),R vs R,[NEUTRAL 74° 5MPH],0.102,9,8.1,0.79,6.4,12.8,⚾ Standard Rotation,112
553869,Elias Díaz,5,Texas Rangers,TBD Pitcher (RHP),R vs R,[DOME / CONTROLLED],0.101,0,8.0,0.75,6.0,12.1,⚾ Standard Rotation,113
647304,Josh Naylor,6,Seattle Mariners,Zack Wheeler (RHP),L vs R,[NEUTRAL 72°],0.102,12,8.0,0.75,6.0,12.0,⚾ Standard Rotation,114
686668,Brenton Doyle,3,Chicago White Sox,Kumar Rocker (RHP),R vs R,[DOME / CONTROLLED],0.1,10,8.0,0.75,6.0,12.0,⚾ Standard Rotation,115
643376,Danny Jansen,4,Texas Rangers,TBD Pitcher (RHP),R vs R,[DOME / CONTROLLED],0.099,12,7.9,0.75,5.9,11.9,⚾ Standard Rotation,116
703607,Henry Bolte,6,Athletics,Zebby Matthews (RHP),R vs R,[DOME / CONTROLLED],0.099,8,7.9,0.75,5.9,11.8,⚾ Standard Rotation,117
682829,Elly De La Cruz,2,Cincinnati Reds,TBD Pitcher (RHP),S vs R,[NEUTRAL 59° 5MPH],0.123,1,7.8,0.75,5.8,11.7,⚾ Standard Rotation,118
656775,Cedric Mullins,1,Tampa Bay Rays,Framber Valdez (LHP),L vs L,[🔥 AIR SURGE 65° 14MPH],0.066,20,5.2,1.12,5.8,11.6,⚾ Standard Rotation,119
663457,Lars Nootbaar,9,Arizona Diamondbacks,Kevin Gausman (RHP),L vs R,[DOME / CONTROLLED],0.088,2,7.7,0.75,5.8,11.6,⚾ Standard Rotation,120
695731,Braden Montgomery,2,Chicago White Sox,Kumar Rocker (RHP),S vs R,[DOME / CONTROLLED],0.097,1,7.8,0.75,5.8,11.6,⚾ Standard Rotation,121
678011,Anthony Seigler,3,Boston Red Sox,Sandy Alcantara (RHP),S vs R,[DOME / CONTROLLED],0.068,16,5.5,1.05,5.8,11.5,⚾ Standard Rotation,122
702332,Caleb Durbin,4,Boston Red Sox,Sandy Alcantara (RHP),R vs R,[DOME / CONTROLLED],0.095,9,7.6,0.76,5.8,11.5,⚾ Standard Rotation,123
681082,Bryson Stott,5,Philadelphia Phillies,Logan Gilbert (RHP),L vs R,[NEUTRAL 72°],0.098,7,7.7,0.75,5.8,11.5,⚾ Standard Rotation,124
667472,Dane Myers,1,Cincinnati Reds,TBD Pitcher (RHP),R vs R,[NEUTRAL 59° 5MPH],0.118,6,7.5,0.75,5.6,11.2,⚾ Standard Rotation,125
694497,Evan Carter,6,Texas Rangers,TBD Pitcher (RHP),L vs R,[DOME / CONTROLLED],0.057,32,5.0,1.11,5.6,11.1,⚾ Standard Rotation,126
681393,Connor Norby,4,Colorado Rockies,Cade Cavalli (RHP),R vs R,[NEUTRAL 74° 5MPH],0.092,1,7.4,0.75,5.6,11.1,⚾ Standard Rotation,127
595978,Austin Hedges,3,Cleveland Guardians,George Klassen (RHP),R vs R,[NEUTRAL 72°],0.091,13,7.3,0.75,5.5,10.9,⚾ Standard Rotation,128
702284,Cole Young,3,Seattle Mariners,Zack Wheeler (RHP),L vs R,[NEUTRAL 72°],0.091,7,7.1,0.75,5.3,10.7,⚾ Standard Rotation,129
675961,Alika Williams,1,Athletics,Zebby Matthews (RHP),R vs R,[DOME / CONTROLLED],0.057,34,4.6,1.14,5.2,10.4,⚾ Standard Rotation,130
650402,Gleyber Torres,7,Detroit Tigers,Drew Rasmussen (RHP),R vs R,[🔥 AIR SURGE 65° 14MPH],0.082,10,6.8,0.75,5.1,10.3,⚾ Standard Rotation,131
677587,Brayan Rocchio,4,Cleveland Guardians,George Klassen (RHP),S vs R,[NEUTRAL 72°],0.085,5,6.8,0.75,5.1,10.2,⚾ Standard Rotation,132
664761,Alec Bohm,1,Philadelphia Phillies,Logan Gilbert (RHP),R vs R,[NEUTRAL 72°],0.094,5,6.8,0.75,5.1,10.2,⚾ Standard Rotation,133
802415,Chandler Simpson,2,Tampa Bay Rays,Framber Valdez (LHP),L vs L,[🔥 AIR SURGE 65° 14MPH],0.025,122,3.0,1.05,3.1,10.0,⚾ Standard Rotation,134
695257,Billy Cook,1,Pittsburgh Pirates,Robbie Ray (LHP),R vs L,[NEUTRAL 72° 3MPH],0.027,71,3.0,0.82,3.0,10.0,⚾ Standard Rotation,135
660844,Leo Rivas,8,Seattle Mariners,Zack Wheeler (RHP),S vs R,[NEUTRAL 72°],0.023,47,3.0,0.75,3.0,10.0,⚾ Standard Rotation,136
624428,Adam Frazier,1,Los Angeles Angels,Parker Messick (LHP),L vs L,[NEUTRAL 72°],0.052,40,3.9,1.07,4.2,10.0,⚾ Standard Rotation,137
690924,Braxton Fulford,1,Colorado Rockies,Cade Cavalli (RHP),R vs R,[NEUTRAL 74° 5MPH],0.046,39,3.8,0.9,3.4,10.0,⚾ Standard Rotation,138
699912,Jose Fernandez,8,Arizona Diamondbacks,Kevin Gausman (RHP),R vs R,[DOME / CONTROLLED],0.045,38,3.6,0.86,3.1,10.0,⚾ Standard Rotation,139
687231,Darell Hernaiz,4,Athletics,Zebby Matthews (RHP),R vs R,[DOME / CONTROLLED],0.023,38,3.0,0.75,3.0,10.0,⚾ Standard Rotation,140
683766,Christian Koss,4,San Francisco Giants,Chase Burns (RHP),R vs R,[NEUTRAL 59° 5MPH],0.023,38,3.0,0.75,3.0,10.0,⚾ Standard Rotation,141
682668,Luisangel Acuña,8,Chicago White Sox,Kumar Rocker (RHP),R vs R,[DOME / CONTROLLED],0.023,34,3.0,0.75,3.0,10.0,⚾ Standard Rotation,142
701852,Drew Cavanaugh,5,San Francisco Giants,Chase Burns (RHP),L vs R,[NEUTRAL 59° 5MPH],0.023,34,3.0,0.75,3.0,10.0,⚾ Standard Rotation,143
687597,Jordan Beck,7,Colorado Rockies,Cade Cavalli (RHP),R vs R,[NEUTRAL 74° 5MPH],0.054,30,4.3,0.99,4.3,10.0,⚾ Standard Rotation,144
702176,Alan Roden,1,Minnesota Twins,Jeffrey Springs (LHP),L vs L,[DOME / CONTROLLED],0.028,27,3.0,0.75,3.0,10.0,⚾ Standard Rotation,145
596117,Garrett Stubbs,8,Philadelphia Phillies,Logan Gilbert (RHP),L vs R,[NEUTRAL 72°],0.023,27,3.0,0.75,3.0,10.0,⚾ Standard Rotation,146
693304,Nick Gonzales,9,Pittsburgh Pirates,Robbie Ray (LHP),R vs L,[NEUTRAL 72° 3MPH],0.041,26,3.3,0.75,3.0,10.0,⚾ Standard Rotation,147
682663,Agustín Ramírez,1,Miami Marlins,Ranger Suarez (LHP),R vs L,[DOME / CONTROLLED],0.048,24,4.5,0.77,3.4,10.0,⚾ Standard Rotation,148
624641,Edmundo Sosa,7,Philadelphia Phillies,Logan Gilbert (RHP),R vs R,[NEUTRAL 72°],0.062,23,4.5,1.09,4.9,10.0,⚾ Standard Rotation,149
671083,Buddy Kennedy,3,San Francisco Giants,Chase Burns (RHP),R vs R,[NEUTRAL 59° 5MPH],0.023,23,3.0,0.75,3.0,10.0,⚾ Standard Rotation,150
680779,Henry Davis,5,Pittsburgh Pirates,Robbie Ray (LHP),R vs L,[NEUTRAL 72° 3MPH],0.058,22,4.7,0.96,4.5,10.0,⚾ Standard Rotation,151
