player_id,player_name,order,team,opp_pitcher,matchup,season_iso,drought_games,scale_lambda,hazard_rate,projected_due,hazard_score,target_call,rank
663330,Jahmai Jones,8,Boston Red Sox,Sandy Alcantara (RHP),R vs R,0.084,6,22.9,3.5,⏳ Developing (Sep 14),10.0,⚾ Baseline Rotation,147
690022,Ryan Ritter,9,Colorado Rockies,Cade Cavalli (RHP),R vs R,0.05,6,24.0,3.2,⏳ Developing (Sep 17),10.0,⚾ Baseline Rotation,148
669720,Austin Hays,1,San Diego Padres,Braxton Ashcraft (RHP),R vs R,0.093,6,20.6,4.0,⏳ Developing (Sep 11),10.0,⚾ Baseline Rotation,149
630105,Jake Cronenworth,6,San Diego Padres,Braxton Ashcraft (RHP),L vs R,0.078,6,24.0,3.2,⏳ Developing (Sep 17),10.0,⚾ Baseline Rotation,150
650859,Luis Rengifo,9,San Diego Padres,Braxton Ashcraft (RHP),S vs R,0.05,6,24.0,3.2,⏳ Developing (Sep 17),10.0,⚾ Baseline Rotation,151
663647,Ke'Bryan Hayes,8,Cincinnati Reds,TBD Pitcher (RHP),R vs R,0.099,6,19.4,4.4,⏳ Developing (Sep 10),10.0,⚾ Baseline Rotation,152
643446,Jeff McNeil,7,Athletics,Zebby Matthews (RHP),L vs R,0.094,5,20.4,3.8,⏳ Developing (Sep 13),10.0,⚾ Baseline Rotation,153
668939,Adley Rutschman,1,Boston Red Sox,Sandy Alcantara (RHP),S vs R,0.111,4,17.3,4.3,⏳ Developing (Sep 10),10.0,⚾ Baseline Rotation,154
691277,Deyvison De Los Santos,3,Miami Marlins,Ranger Suarez (LHP),R vs L,0.111,4,17.3,4.3,⏳ Developing (Sep 10),10.0,⚾ Baseline Rotation,155
694203,Denzer Guzman,3,Los Angeles Angels,Parker Messick (LHP),R vs L,0.131,3,14.7,4.8,⏳ Developing (Sep 07),10.0,⚾ Baseline Rotation,156
682634,Kevin Alcántara,5,Chicago Cubs,Merrill Kelly (RHP),R vs R,0.12,3,16.0,4.3,⏳ Developing (Sep 10),10.0,⚾ Baseline Rotation,157
665804,Miguel Amaya,8,Chicago Cubs,Merrill Kelly (RHP),R vs R,0.133,3,14.4,5.0,⏳ Developing (Sep 07),10.0,⚾ Baseline Rotation,158
622761,Jorge Mateo,5,Tampa Bay Rays,Framber Valdez (LHP),R vs L,0.14,2,13.7,4.4,⏳ Developing (Sep 07),10.0,⚾ Baseline Rotation,159
657136,Connor Wong,6,Boston Red Sox,Sandy Alcantara (RHP),R vs R,0.135,2,14.2,4.2,⏳ Developing (Sep 09),10.0,⚾ Baseline Rotation,160
640459,Brian Navarreto,2,Miami Marlins,Ranger Suarez (LHP),R vs L,0.129,2,14.9,3.9,⏳ Developing (Sep 09),10.0,⚾ Baseline Rotation,161
672569,Gustavo Campero,4,Los Angeles Angels,Parker Messick (LHP),S vs L,0.142,2,13.5,4.5,⏳ Developing (Sep 07),10.0,⚾ Baseline Rotation,162
663457,Lars Nootbaar,9,Arizona Diamondbacks,Kevin Gausman (RHP),L vs R,0.12,2,16.0,3.6,⏳ Developing (Sep 11),10.0,⚾ Baseline Rotation,163
687749,Jase Bowen,7,San Diego Padres,Braxton Ashcraft (RHP),R vs R,0.102,2,18.8,3.0,⏳ Developing (Sep 14),10.0,⚾ Baseline Rotation,164
663728,Cal Raleigh,2,Seattle Mariners,Zack Wheeler (RHP),S vs R,0.145,2,13.2,4.7,⏳ Developing (Sep 07),10.0,⚾ Baseline Rotation,165
687551,Drew Gilbert,6,San Francisco Giants,Chase Burns (RHP),L vs R,0.134,2,14.3,4.2,⏳ Developing (Sep 09),10.0,⚾ Baseline Rotation,166
689414,Liam Hicks,8,Tampa Bay Rays,Framber Valdez (LHP),L vs L,0.15,1,12.8,3.6,⏳ Developing (Sep 07),10.0,⚾ Baseline Rotation,167
701678,Hao-Yu Lee,8,Detroit Tigers,Drew Rasmussen (RHP),R vs R,0.158,1,12.2,3.9,⏳ Developing (Sep 07),10.0,⚾ Baseline Rotation,168
805300,Jakob Marsee,7,Miami Marlins,Ranger Suarez (LHP),L vs L,0.115,1,16.7,3.0,⏳ Developing (Sep 13),10.0,⚾ Baseline Rotation,169
681393,Connor Norby,4,Colorado Rockies,Cade Cavalli (RHP),R vs R,0.12,1,16.0,3.0,⏳ Developing (Sep 11),10.0,⚾ Baseline Rotation,170
695731,Braden Montgomery,2,Chicago White Sox,Kumar Rocker (RHP),S vs R,0.143,1,13.4,3.4,⏳ Developing (Sep 09),10.0,⚾ Baseline Rotation,171
668670,Jake Rogers,7,Chicago White Sox,Kumar Rocker (RHP),R vs R,0.176,1,10.9,4.5,⏳ Developing (Sep 05),10.0,⚾ Baseline Rotation,172
608324,Alex Bregman,1,Chicago Cubs,Merrill Kelly (RHP),R vs R,0.164,1,11.7,4.1,⏳ Developing (Sep 06),10.0,⚾ Baseline Rotation,173
683737,Michael Busch,6,Chicago Cubs,Merrill Kelly (RHP),L vs R,0.151,1,12.7,3.6,⏳ Developing (Sep 07),10.0,⚾ Baseline Rotation,174
691783,Jordan Lawlar,6,Arizona Diamondbacks,Kevin Gausman (RHP),R vs R,0.143,1,13.4,3.4,⏳ Developing (Sep 09),10.0,⚾ Baseline Rotation,175
701785,Kaelen Culpepper,6,Minnesota Twins,Jeffrey Springs (LHP),R vs L,0.155,1,12.4,3.8,⏳ Developing (Sep 07),10.0,⚾ Baseline Rotation,176
807712,Luke Keaschall,8,Minnesota Twins,Jeffrey Springs (LHP),R vs L,0.109,1,17.6,3.0,⏳ Developing (Sep 14),10.0,⚾ Baseline Rotation,177
622268,Donovan Walton,5,Athletics,Zebby Matthews (RHP),L vs R,0.141,1,13.6,3.3,⏳ Developing (Sep 09),10.0,⚾ Baseline Rotation,178
699302,Héctor Rodríguez,4,Cincinnati Reds,TBD Pitcher (RHP),L vs R,0.122,1,15.7,3.0,⏳ Developing (Sep 11),10.0,⚾ Baseline Rotation,179
680574,Matt McLain,9,Cincinnati Reds,TBD Pitcher (RHP),R vs R,0.161,1,11.9,4.0,⏳ Developing (Sep 06),10.0,⚾ Baseline Rotation,180
