player_id,player_name,order,team,opp_pitcher,matchup,season_iso,drought_games,scale_lambda,hazard_rate,projected_due,hazard_score,target_call,rank
694497,Evan Carter,6,Texas Rangers,Yusei Kikuchi (LHP),L vs L,0.126,31,15.2,13.1,⚡ DUE NOW (Aug 24),26.2,⚡ DUE DATE WATCH: Critical Hazard Spike,50
805999,A.J. Ewing,1,New York Mets,Sean Newcomb (LHP),L vs L,0.12,36,16.0,13.1,⚡ DUE NOW (Aug 24),26.1,⚡ DUE DATE WATCH: Critical Hazard Spike,51
676475,Alec Burleson,1,St. Louis Cardinals,Cristopher Sánchez (LHP),L vs L,0.199,7,9.6,13.0,🔥 PEAK WINDOW (Aug 25),26.0,🔥 ELEVATED HAZARD: Approaching Due Window,52
687952,Christian Encarnacion-Strand,2,Baltimore Orioles,Nick Martinez (RHP),R vs R,0.236,4,8.1,12.9,⏳ Developing (Aug 28),25.9,⚾ Baseline Rotation,53
675961,Alika Williams,1,Athletics,Cristian Javier (RHP),R vs R,0.126,30,15.2,12.9,⚡ DUE NOW (Aug 24),25.8,⚡ DUE DATE WATCH: Critical Hazard Spike,54
572233,Christian Walker,3,Houston Astros,Brady Basso (LHP),R vs L,0.207,6,9.3,12.9,⏳ Developing (Aug 27),25.7,⚾ Baseline Rotation,55
656775,Cedric Mullins,1,Tampa Bay Rays,Shane Baz (RHP),L vs R,0.148,17,13.0,12.6,⚡ DUE NOW (Aug 24),25.2,⚡ DUE DATE WATCH: Critical Hazard Spike,56
663993,Nathaniel Lowe,9,Cleveland Guardians,Tomoyuki Sugano (RHP),L vs R,0.204,6,9.4,12.6,⏳ Developing (Aug 27),25.2,⚾ Baseline Rotation,57
678545,Osleivis Basabe,9,San Francisco Giants,Jake Bennett (LHP),R vs L,0.153,15,12.5,12.5,⚡ DUE NOW (Aug 24),25.0,⚡ DUE DATE WATCH: Critical Hazard Spike,58
676356,Jonny DeLuca,4,Tampa Bay Rays,Shane Baz (RHP),R vs R,0.168,11,11.4,12.5,🔥 PEAK WINDOW (Aug 24),24.9,🔥 ELEVATED HAZARD: Approaching Due Window,59
802415,Chandler Simpson,2,Tampa Bay Rays,Shane Baz (RHP),L vs R,0.055,117,24.0,12.3,⚡ DUE NOW (Aug 24),24.6,⚡ DUE DATE WATCH: Critical Hazard Spike,60
624641,Edmundo Sosa,7,Philadelphia Phillies,Kyle Leahy (RHP),R vs R,0.136,21,14.1,12.3,⚡ DUE NOW (Aug 24),24.6,⚡ DUE DATE WATCH: Critical Hazard Spike,61
678011,Anthony Seigler,3,Boston Red Sox,Matt Wilkinson (LHP),S vs L,0.151,15,12.7,12.3,⚡ DUE NOW (Aug 24),24.6,⚡ DUE DATE WATCH: Critical Hazard Spike,62
678218,Brandon Valenzuela,3,Toronto Blue Jays,Carlos Rodón (LHP),S vs L,0.158,13,12.2,12.3,⚡ DUE NOW (Aug 24),24.6,⚡ DUE DATE WATCH: Critical Hazard Spike,63
695734,Daylen Lile,6,Washington Nationals,Janson Junk (RHP),L vs R,0.158,13,12.2,12.3,⚡ DUE NOW (Aug 24),24.6,⚡ DUE DATE WATCH: Critical Hazard Spike,64
624424,Michael Conforto,7,Chicago Cubs,Bryce Miller (RHP),L vs R,0.212,5,9.1,12.3,⏳ Developing (Aug 28),24.5,⚾ Baseline Rotation,65
650559,Bryan De La Cruz,3,Philadelphia Phillies,Kyle Leahy (RHP),R vs R,0.2,6,9.6,12.2,⏳ Developing (Aug 27),24.4,⚾ Baseline Rotation,66
695670,Harry Ford,8,Washington Nationals,Janson Junk (RHP),R vs R,0.2,6,9.6,12.2,⏳ Developing (Aug 27),24.4,⚾ Baseline Rotation,67
678489,Jorge Barrosa,7,Arizona Diamondbacks,Andrew Abbott (LHP),S vs L,0.144,17,13.3,12.1,⚡ DUE NOW (Aug 24),24.3,⚡ DUE DATE WATCH: Critical Hazard Spike,68
683734,Andrew Vaughn,1,Milwaukee Brewers,Tyler Mahle (RHP),R vs R,0.15,15,12.8,12.2,⚡ DUE NOW (Aug 24),24.3,⚡ DUE DATE WATCH: Critical Hazard Spike,69
678882,Ceddanne Rafaela,5,Boston Red Sox,Matt Wilkinson (LHP),R vs L,0.175,9,11.0,12.1,🔥 PEAK WINDOW (Aug 24),24.2,🔥 ELEVATED HAZARD: Approaching Due Window,70
660821,Jesús Sánchez,9,Toronto Blue Jays,Carlos Rodón (LHP),L vs L,0.164,11,11.7,12.0,🔥 PEAK WINDOW (Aug 24),24.1,🔥 ELEVATED HAZARD: Approaching Due Window,71
682626,Francisco Alvarez,8,New York Mets,Sean Newcomb (LHP),R vs L,0.169,10,11.4,12.1,🔥 PEAK WINDOW (Aug 24),24.1,🔥 ELEVATED HAZARD: Approaching Due Window,72
624428,Adam Frazier,1,Los Angeles Angels,Cal Quantrill (RHP),L vs R,0.115,34,16.7,12.0,⚡ DUE NOW (Aug 24),23.9,⚡ DUE DATE WATCH: Critical Hazard Spike,73
665953,Andrés Chaparro,2,Washington Nationals,Janson Junk (RHP),R vs R,0.276,2,7.0,11.9,⏳ Developing (Aug 28),23.8,⚾ Baseline Rotation,74
607043,Brandon Nimmo,1,Texas Rangers,Yusei Kikuchi (LHP),L vs L,0.158,12,12.2,11.9,🔥 PEAK WINDOW (Aug 24),23.7,🔥 ELEVATED HAZARD: Approaching Due Window,75
687597,Jordan Beck,7,Colorado Rockies,Foster Griffin (LHP),R vs L,0.12,28,16.0,11.7,⚡ DUE NOW (Aug 24),23.3,⚡ DUE DATE WATCH: Critical Hazard Spike,76
683002,Gunnar Henderson,7,Baltimore Orioles,Nick Martinez (RHP),L vs R,0.176,8,10.9,11.6,🔥 PEAK WINDOW (Aug 25),23.1,🔥 ELEVATED HAZARD: Approaching Due Window,77
669134,Luis Campusano,8,San Diego Padres,Bailey Ober (RHP),R vs R,0.192,6,10.0,11.5,⏳ Developing (Aug 28),23.0,⚾ Baseline Rotation,78
681807,David Fry,6,Cleveland Guardians,Tomoyuki Sugano (RHP),R vs R,0.154,12,12.5,11.4,🔥 PEAK WINDOW (Aug 24),22.9,🔥 ELEVATED HAZARD: Approaching Due Window,79
596019,Francisco Lindor,9,New York Mets,Sean Newcomb (LHP),S vs L,0.182,7,10.5,11.4,⏳ Developing (Aug 27),22.9,⚾ Baseline Rotation,80
664774,LaMonte Wade Jr.,8,Houston Astros,Brady Basso (LHP),L vs L,0.122,25,15.7,11.3,⚡ DUE NOW (Aug 24),22.7,⚡ DUE DATE WATCH: Critical Hazard Spike,81
680779,Henry Davis,5,Pittsburgh Pirates,Blake Snell (LHP),R vs L,0.128,21,15.0,11.2,⚡ DUE NOW (Aug 24),22.5,⚡ DUE DATE WATCH: Critical Hazard Spike,82
686555,Isaac Collins,3,Kansas City Royals,TBD Pitcher (RHP),S vs R,0.121,24,15.9,11.0,⚡ DUE NOW (Aug 24),22.0,⚡ DUE DATE WATCH: Critical Hazard Spike,83
514888,Jose Altuve,7,Houston Astros,Brady Basso (LHP),R vs L,0.148,12,13.0,10.8,🔥 PEAK WINDOW (Aug 24),21.6,🔥 ELEVATED HAZARD: Approaching Due Window,84
691723,Coby Mayo,4,Baltimore Orioles,Nick Martinez (RHP),R vs R,0.228,3,8.4,10.8,⏳ Developing (Aug 29),21.6,⚾ Baseline Rotation,85
500743,Miguel Rojas,9,Los Angeles Dodgers,Lake Bachar (RHP),R vs R,0.121,22,15.9,10.6,⚡ DUE NOW (Aug 24),21.2,⚡ DUE DATE WATCH: Critical Hazard Spike,86
677594,Julio Rodríguez,8,Seattle Mariners,Shota Imanaga (LHP),R vs L,0.16,9,12.0,10.6,⏳ Developing (Aug 27),21.2,⚾ Baseline Rotation,87
666018,Jonathan Aranda,3,Tampa Bay Rays,Shane Baz (RHP),L vs R,0.137,14,14.0,10.3,🔥 PEAK WINDOW (Aug 24),20.7,🔥 ELEVATED HAZARD: Approaching Due Window,88
667452,Corey Julks,4,Detroit Tigers,Daniel Lynch IV (LHP),R vs L,0.25,2,7.7,10.3,⏳ Developing (Aug 29),20.6,⚾ Baseline Rotation,89
672695,Geraldo Perdomo,3,Arizona Diamondbacks,Andrew Abbott (LHP),S vs L,0.126,18,15.2,10.3,⚡ DUE NOW (Aug 24),20.5,⚡ DUE DATE WATCH: Critical Hazard Spike,90
663662,Daz Cameron,6,Toronto Blue Jays,Carlos Rodón (LHP),R vs L,0.307,1,6.3,10.2,⏳ Developing (Aug 29),20.3,⚾ Baseline Rotation,91
665877,José Fermín,9,St. Louis Cardinals,Cristopher Sánchez (LHP),R vs L,0.117,22,16.4,10.1,⚡ DUE NOW (Aug 24),20.2,⚡ DUE DATE WATCH: Critical Hazard Spike,92
801126,Brock Rodden,2,Seattle Mariners,Shota Imanaga (LHP),S vs L,0.167,7,11.5,10.1,⏳ Developing (Aug 28),20.2,⚾ Baseline Rotation,93
571912,Luke Maile,7,Kansas City Royals,TBD Pitcher (RHP),R vs R,0.16,8,12.0,10.1,⏳ Developing (Aug 28),20.1,⚾ Baseline Rotation,94
664954,Brett Sullivan,2,Colorado Rockies,Foster Griffin (LHP),L vs L,0.197,4,9.7,10.0,⏳ Developing (Aug 29),19.9,⚾ Baseline Rotation,95
699912,Jose Fernandez,8,Arizona Diamondbacks,Andrew Abbott (LHP),R vs L,0.1,35,19.2,9.9,⚡ DUE NOW (Aug 24),19.8,⚡ DUE DATE WATCH: Critical Hazard Spike,96
690924,Braxton Fulford,1,Colorado Rockies,Foster Griffin (LHP),R vs L,0.103,32,18.6,9.9,⚡ DUE NOW (Aug 24),19.8,⚡ DUE DATE WATCH: Critical Hazard Spike,97
701162,Ben Malgeri,1,Detroit Tigers,Daniel Lynch IV (LHP),R vs L,0.183,5,10.5,9.9,⏳ Developing (Aug 29),19.8,⚾ Baseline Rotation,98
592663,J.T. Realmuto,9,Philadelphia Phillies,Kyle Leahy (RHP),R vs R,0.127,16,15.1,9.8,⚡ DUE NOW (Aug 24),19.7,⚡ DUE DATE WATCH: Critical Hazard Spike,99
686611,Dylan Crews,7,Washington Nationals,Janson Junk (RHP),R vs R,0.145,10,13.2,9.7,⏳ Developing (Aug 27),19.3,⚾ Baseline Rotation,100
656537,Derek Hill,6,Philadelphia Phillies,Kyle Leahy (RHP),R vs R,0.162,7,11.9,9.7,⏳ Developing (Aug 28),19.3,⚾ Baseline Rotation,101
663656,Kyle Tucker,7,Los Angeles Dodgers,Lake Bachar (RHP),L vs R,0.133,12,14.4,9.2,🔥 PEAK WINDOW (Aug 25),18.5,🔥 ELEVATED HAZARD: Approaching Due Window,102
805811,Bryce Eldridge,2,San Francisco Giants,Jake Bennett (LHP),L vs L,0.187,4,10.3,9.2,⏳ Developing (Aug 31),18.5,⚾ Baseline Rotation,103
702616,Jackson Holliday,8,Baltimore Orioles,Nick Martinez (RHP),L vs R,0.129,13,14.9,9.2,🔥 PEAK WINDOW (Aug 24),18.3,🔥 ELEVATED HAZARD: Approaching Due Window,104
682663,Agustín Ramírez,1,Miami Marlins,Jackson Kent (LHP),R vs L,0.109,22,17.6,9.1,⚡ DUE NOW (Aug 24),18.2,⚡ DUE DATE WATCH: Critical Hazard Spike,105
699625,Jimmy Crooks,7,St. Louis Cardinals,Cristopher Sánchez (LHP),L vs L,0.135,11,14.2,9.1,⏳ Developing (Aug 27),18.2,⚾ Baseline Rotation,106
663586,Austin Riley,1,Atlanta Braves,Shane Drohan (LHP),R vs L,0.144,9,13.3,9.1,⏳ Developing (Aug 28),18.2,⚾ Baseline Rotation,107
696285,Jacob Young,9,Washington Nationals,Janson Junk (RHP),R vs R,0.149,8,12.9,9.1,⏳ Developing (Aug 28),18.2,⚾ Baseline Rotation,108
669016,Brandon Marsh,2,Philadelphia Phillies,Kyle Leahy (RHP),L vs R,0.163,6,11.8,9.1,⏳ Developing (Aug 29),18.2,⚾ Baseline Rotation,109
670623,Isaac Paredes,5,Houston Astros,Brady Basso (LHP),R vs L,0.162,6,11.9,9.0,⏳ Developing (Aug 29),18.0,⚾ Baseline Rotation,110
800050,Chase DeLauter,5,Cleveland Guardians,Tomoyuki Sugano (RHP),L vs R,0.154,7,12.5,9.0,⏳ Developing (Aug 29),17.9,⚾ Baseline Rotation,111
702332,Caleb Durbin,4,Boston Red Sox,Matt Wilkinson (LHP),R vs L,0.146,8,13.2,8.8,⏳ Developing (Aug 29),17.6,⚾ Baseline Rotation,112
686681,Michael Massey,9,Kansas City Royals,TBD Pitcher (RHP),L vs R,0.169,5,11.4,8.8,⏳ Developing (Aug 31),17.6,⚾ Baseline Rotation,113
678662,Ezequiel Tovar,5,Colorado Rockies,Foster Griffin (LHP),R vs L,0.122,14,15.7,8.7,🔥 PEAK WINDOW (Aug 24),17.5,🔥 ELEVATED HAZARD: Approaching Due Window,114
676391,Ernie Clement,7,Toronto Blue Jays,Carlos Rodón (LHP),R vs L,0.119,15,16.1,8.7,🔥 PEAK WINDOW (Aug 24),17.4,🔥 ELEVATED HAZARD: Approaching Due Window,115
806146,George Lombard Jr.,5,New York Yankees,José Soriano (RHP),R vs R,0.127,12,15.1,8.6,⏳ Developing (Aug 27),17.3,⚾ Baseline Rotation,116
808982,Jung Hoo Lee,8,San Francisco Giants,Jake Bennett (LHP),L vs L,0.138,9,13.9,8.6,⏳ Developing (Aug 28),17.1,⚾ Baseline Rotation,117
676609,José Caballero,8,New York Yankees,José Soriano (RHP),R vs R,0.143,8,13.4,8.6,⏳ Developing (Aug 29),17.1,⚾ Baseline Rotation,118
691781,Brady House,4,Washington Nationals,Janson Junk (RHP),R vs R,0.156,6,12.3,8.5,⏳ Developing (Aug 31),17.1,⚾ Baseline Rotation,119
643217,Andrew Benintendi,1,Chicago White Sox,Nolan McLean (RHP),L vs R,0.176,4,10.9,8.5,⏳ Developing (Aug 31),16.9,⚾ Baseline Rotation,120
676572,Eric Wagaman,7,New York Mets,Sean Newcomb (LHP),R vs L,0.136,9,14.1,8.4,⏳ Developing (Aug 29),16.8,⚾ Baseline Rotation,121
686948,Drake Baldwin,3,Atlanta Braves,Shane Drohan (LHP),L vs L,0.175,4,11.0,8.4,⏳ Developing (Aug 31),16.8,⚾ Baseline Rotation,122
807727,Charles McAdoo,5,Toronto Blue Jays,Carlos Rodón (LHP),R vs L,0.131,10,14.7,8.3,⏳ Developing (Aug 28),16.7,⚾ Baseline Rotation,123
669224,Austin Wells,3,New York Yankees,José Soriano (RHP),L vs R,0.115,15,16.7,8.3,🔥 PEAK WINDOW (Aug 24),16.6,🔥 ELEVATED HAZARD: Approaching Due Window,124
805367,Chase Meidroth,4,Chicago White Sox,Nolan McLean (RHP),R vs R,0.13,10,14.8,8.2,⏳ Developing (Aug 28),16.5,⚾ Baseline Rotation,125
701358,Cam Smith,1,Houston Astros,Brady Basso (LHP),R vs L,0.173,4,11.1,8.3,⏳ Developing (Sep 01),16.5,⚾ Baseline Rotation,126
643376,Danny Jansen,4,Texas Rangers,Yusei Kikuchi (LHP),R vs L,0.129,10,14.9,8.1,⏳ Developing (Aug 28),16.3,⚾ Baseline Rotation,127
805347,Jim Jarvis,5,Atlanta Braves,Shane Drohan (LHP),L vs L,0.09,31,21.3,8.0,⚡ DUE NOW (Aug 24),16.1,⚡ DUE DATE WATCH: Critical Hazard Spike,128
624431,Jose Trevino,6,Cincinnati Reds,Mitch Bratt (LHP),R vs L,0.143,7,13.4,8.1,⏳ Developing (Aug 31),16.1,⚾ Baseline Rotation,129
681082,Bryson Stott,5,Philadelphia Phillies,Kyle Leahy (RHP),L vs R,0.149,6,12.9,8.0,⏳ Developing (Aug 31),16.0,⚾ Baseline Rotation,130
691788,Joe Mack,9,Miami Marlins,Jackson Kent (LHP),L vs L,0.185,3,10.4,8.0,⏳ Developing (Sep 01),16.0,⚾ Baseline Rotation,131
689414,Liam Hicks,8,Tampa Bay Rays,Shane Baz (RHP),L vs R,0.15,0,12.8,8.0,⏳ Developing (Sep 08),16.0,⚾ Baseline Rotation,132
802139,JJ Wetherholt,6,St. Louis Cardinals,Cristopher Sánchez (LHP),L vs L,0.134,0,14.3,8.0,⏳ Developing (Sep 10),16.0,⚾ Baseline Rotation,133
547180,Bryce Harper,4,Philadelphia Phillies,Kyle Leahy (RHP),L vs R,0.235,0,8.2,8.0,⏳ Developing (Sep 02),16.0,⚾ Baseline Rotation,134
671277,Luis García Jr.,9,New York Yankees,José Soriano (RHP),L vs R,0.204,0,9.4,8.0,⏳ Developing (Sep 04),16.0,⚾ Baseline Rotation,135
681715,Heriberto Hernández,6,Miami Marlins,Jackson Kent (LHP),R vs L,0.225,0,8.5,8.0,⏳ Developing (Sep 02),16.0,⚾ Baseline Rotation,136
805300,Jakob Marsee,7,Miami Marlins,Jackson Kent (LHP),L vs L,0.116,0,16.6,8.0,⏳ Developing (Sep 13),16.0,⚾ Baseline Rotation,137
701678,Hao-Yu Lee,8,Detroit Tigers,Daniel Lynch IV (LHP),R vs L,0.157,0,12.2,8.0,⏳ Developing (Sep 08),16.0,⚾ Baseline Rotation,138
664728,Kyle Isbel,6,Kansas City Royals,TBD Pitcher (RHP),L vs R,0.132,0,14.5,8.0,⏳ Developing (Sep 10),16.0,⚾ Baseline Rotation,139
622268,Donovan Walton,5,Athletics,Cristian Javier (RHP),L vs R,0.147,0,13.1,8.0,⏳ Developing (Sep 09),16.0,⚾ Baseline Rotation,140
662139,Daulton Varsho,4,Houston Astros,Brady Basso (LHP),L vs L,0.132,0,14.5,8.0,⏳ Developing (Sep 10),16.0,⚾ Baseline Rotation,141
666182,Bo Bichette,2,New York Mets,Sean Newcomb (LHP),R vs L,0.13,0,14.8,8.0,⏳ Developing (Sep 10),16.0,⚾ Baseline Rotation,142
701807,Carson Benge,4,New York Mets,Sean Newcomb (LHP),L vs L,0.149,0,12.9,8.0,⏳ Developing (Sep 08),16.0,⚾ Baseline Rotation,143
695731,Braden Montgomery,2,Chicago White Sox,Nolan McLean (RHP),S vs R,0.145,0,13.2,8.0,⏳ Developing (Sep 09),16.0,⚾ Baseline Rotation,144
668670,Jake Rogers,7,Chicago White Sox,Nolan McLean (RHP),R vs R,0.214,0,9.0,8.0,⏳ Developing (Sep 02),16.0,⚾ Baseline Rotation,145
666176,Jo Adell,7,Cleveland Guardians,Tomoyuki Sugano (RHP),R vs R,0.28,0,6.9,8.0,⏳ Developing (Aug 31),16.0,⚾ Baseline Rotation,146
681393,Connor Norby,4,Colorado Rockies,Foster Griffin (LHP),R vs L,0.12,0,16.0,8.0,⏳ Developing (Sep 12),16.0,⚾ Baseline Rotation,147
666160,Mickey Moniak,9,Colorado Rockies,Foster Griffin (LHP),L vs L,0.276,0,7.0,8.0,⏳ Developing (Aug 31),16.0,⚾ Baseline Rotation,148
668800,Andrew Knizner,1,San Francisco Giants,Jake Bennett (LHP),R vs L,0.272,0,7.1,8.0,⏳ Developing (Sep 01),16.0,⚾ Baseline Rotation,149
608324,Alex Bregman,1,Chicago Cubs,Bryce Miller (RHP),R vs R,0.165,0,11.6,8.0,⏳ Developing (Sep 06),16.0,⚾ Baseline Rotation,150
683737,Michael Busch,6,Chicago Cubs,Bryce Miller (RHP),L vs R,0.151,0,12.7,8.0,⏳ Developing (Sep 08),16.0,⚾ Baseline Rotation,151
686797,Brooks Lee,3,Minnesota Twins,Walker Buehler (RHP),S vs R,0.181,0,10.6,8.0,⏳ Developing (Sep 05),16.0,⚾ Baseline Rotation,152
701785,Kaelen Culpepper,6,Minnesota Twins,Walker Buehler (RHP),R vs R,0.166,0,11.6,8.0,⏳ Developing (Sep 06),16.0,⚾ Baseline Rotation,153
807712,Luke Keaschall,8,Minnesota Twins,Walker Buehler (RHP),R vs R,0.11,0,17.5,8.0,⏳ Developing (Sep 14),16.0,⚾ Baseline Rotation,154
701538,Jackson Merrill,5,San Diego Padres,Bailey Ober (RHP),L vs R,0.171,0,11.2,8.0,⏳ Developing (Sep 06),16.0,⚾ Baseline Rotation,155
682829,Elly De La Cruz,2,Cincinnati Reds,Mitch Bratt (LHP),S vs L,0.212,0,9.1,8.0,⏳ Developing (Sep 04),16.0,⚾ Baseline Rotation,156
699302,Héctor Rodríguez,4,Cincinnati Reds,Mitch Bratt (LHP),L vs L,0.108,0,17.8,8.0,⏳ Developing (Sep 14),16.0,⚾ Baseline Rotation,157
668709,JJ Bleday,5,Cincinnati Reds,Mitch Bratt (LHP),L vs L,0.225,0,8.5,8.0,⏳ Developing (Sep 02),16.0,⚾ Baseline Rotation,158
680574,Matt McLain,8,Cincinnati Reds,Mitch Bratt (LHP),R vs L,0.164,0,11.7,8.0,⏳ Developing (Sep 06),16.0,⚾ Baseline Rotation,159
691783,Jordan Lawlar,6,Arizona Diamondbacks,Andrew Abbott (LHP),R vs L,0.151,0,12.7,8.0,⏳ Developing (Sep 08),16.0,⚾ Baseline Rotation,160
641343,Jake Bauers,9,Milwaukee Brewers,Tyler Mahle (RHP),L vs R,0.233,0,8.2,8.0,⏳ Developing (Sep 02),16.0,⚾ Baseline Rotation,161
665750,Leody Taveras,9,Baltimore Orioles,Nick Martinez (RHP),S vs R,0.131,9,14.7,7.9,⏳ Developing (Aug 29),15.9,⚾ Baseline Rotation,162
665161,Jeremy Peña,6,Houston Astros,Brady Basso (LHP),R vs L,0.184,3,10.4,7.9,⏳ Developing (Sep 01),15.9,⚾ Baseline Rotation,163
543510,James McCann,5,Arizona Diamondbacks,Andrew Abbott (LHP),R vs L,0.147,6,13.1,7.8,⏳ Developing (Sep 01),15.6,⚾ Baseline Rotation,164
657757,Gavin Sheets,4,San Diego Padres,Bailey Ober (RHP),L vs R,0.182,3,10.5,7.8,⏳ Developing (Sep 01),15.6,⚾ Baseline Rotation,165
553869,Elias Díaz,5,Texas Rangers,Yusei Kikuchi (LHP),R vs L,0.115,13,16.7,7.8,⏳ Developing (Aug 27),15.5,⚾ Baseline Rotation,166
669394,Jake Burger,8,Texas Rangers,Yusei Kikuchi (LHP),R vs L,0.181,3,10.6,7.7,⏳ Developing (Sep 01),15.5,⚾ Baseline Rotation,167
571970,Max Muncy,8,Los Angeles Dodgers,Lake Bachar (RHP),L vs R,0.255,1,7.5,7.8,⏳ Developing (Aug 31),15.5,⚾ Baseline Rotation,168
660844,Leo Rivas,9,Seattle Mariners,Shota Imanaga (LHP),S vs L,0.05,41,24.0,7.7,⚡ DUE NOW (Aug 24),15.4,⚡ DUE DATE WATCH: Critical Hazard Spike,169
642086,Dominic Smith,2,Atlanta Braves,Shane Drohan (LHP),L vs L,0.124,10,15.5,7.7,⏳ Developing (Aug 29),15.4,⚾ Baseline Rotation,170
678246,Miguel Vargas,9,Chicago White Sox,Nolan McLean (RHP),R vs R,0.253,1,7.6,7.7,⏳ Developing (Aug 31),15.4,⚾ Baseline Rotation,171
665926,Andrés Giménez,2,Toronto Blue Jays,Carlos Rodón (LHP),L vs L,0.116,12,16.6,7.6,⏳ Developing (Aug 28),15.2,⚾ Baseline Rotation,172
595879,Javier Báez,9,Detroit Tigers,Daniel Lynch IV (LHP),R vs L,0.1,19,19.2,7.5,🔥 PEAK WINDOW (Aug 24),15.0,🔥 ELEVATED HAZARD: Approaching Due Window,173
595978,Austin Hedges,3,Cleveland Guardians,Tomoyuki Sugano (RHP),R vs R,0.115,12,16.7,7.5,⏳ Developing (Aug 28),15.0,⚾ Baseline Rotation,174
690993,Colt Keith,3,Detroit Tigers,Daniel Lynch IV (LHP),L vs L,0.151,5,12.7,7.5,⏳ Developing (Sep 01),15.0,⚾ Baseline Rotation,175
