player_id,player_name,order,team,opp_pitcher,p_hand,b_hand,ba,obp,slg,sp_whip,production_badge,avg_combo,prob_1plus,prob_2plus,score,target_call,rank
687462,Spencer Horwitz,1,Pittsburgh Pirates,Yoshinobu Yamamoto,R,L,0.256,0.362,0.406,0.89,LEADOFF / RUN ENGINE,2.66,0.9301,0.7442,91.1,👑 LOCK: Over 1.5 H+R+RBI,83
671732,Lawrence Butler,5,Athletics,Hayden Wesneski,R,L,0.218,0.309,0.358,1.32,HEART / RBI CLEANUP,2.66,0.9299,0.7435,91.1,👑 LOCK: Over 1.5 H+R+RBI,84
647304,Josh Naylor,5,Seattle Mariners,Matthew Boyd,L,L,0.268,0.33,0.371,1.24,HEART / RBI CLEANUP,2.64,0.929,0.7412,90.8,👑 LOCK: Over 1.5 H+R+RBI,85
677594,Julio Rodríguez,4,Seattle Mariners,Matthew Boyd,L,R,0.253,0.317,0.416,1.24,HEART / RBI CLEANUP,2.64,0.9289,0.7408,90.8,👑 LOCK: Over 1.5 H+R+RBI,86
683737,Michael Busch,3,Chicago Cubs,Emerson Hancock,R,L,0.242,0.349,0.386,1.11,HEART / RBI CLEANUP,2.62,0.927,0.7359,90.3,👑 LOCK: Over 1.5 H+R+RBI,87
669242,Tommy Edman,7,Los Angeles Dodgers,Bubba Chandler,R,S,0.271,0.34,0.412,1.37,BOTTOM LINEUP,2.56,0.9229,0.7253,89.1,👑 LOCK: Over 1.5 H+R+RBI,88
814439,Ryan Waldschmidt,9,Arizona Diamondbacks,Nick Lodolo,L,R,0.279,0.342,0.391,1.42,BOTTOM LINEUP,2.56,0.9225,0.7244,89.0,👑 LOCK: Over 1.5 H+R+RBI,89
701785,Kaelen Culpepper,9,Minnesota Twins,Randy Vásquez,R,R,0.314,0.375,0.429,1.38,BOTTOM LINEUP,2.55,0.9221,0.7232,88.9,👑 LOCK: Over 1.5 H+R+RBI,90
678662,Ezequiel Tovar,9,Colorado Rockies,Joey Cantillo,L,R,0.205,0.252,0.326,1.44,BOTTOM LINEUP,2.55,0.9218,0.7224,88.8,👑 LOCK: Over 1.5 H+R+RBI,91
680574,Matt McLain,5,Cincinnati Reds,Eduardo Rodriguez,L,R,0.2,0.298,0.358,1.21,HEART / RBI CLEANUP,2.55,0.9215,0.7219,88.7,👑 LOCK: Over 1.5 H+R+RBI,92
690984,Petey Halpin,9,Cleveland Guardians,Tanner Gordon,R,L,0.215,0.243,0.308,1.44,BOTTOM LINEUP,2.53,0.92,0.718,88.2,👑 LOCK: Over 1.5 H+R+RBI,93
701162,Ben Malgeri,7,Detroit Tigers,Noah Cameron,L,R,0.254,0.366,0.441,1.22,BOTTOM LINEUP,2.51,0.9185,0.7142,87.8,👑 LOCK: Over 1.5 H+R+RBI,94
695600,Carter Jensen,1,Kansas City Royals,Troy Melton,R,L,0.221,0.303,0.401,0.96,LEADOFF / RUN ENGINE,2.51,0.9184,0.7138,87.7,👑 LOCK: Over 1.5 H+R+RBI,95
664023,Ian Happ,5,Chicago Cubs,Emerson Hancock,R,S,0.214,0.322,0.405,1.11,HEART / RBI CLEANUP,2.48,0.9159,0.7077,86.9,👑 LOCK: Over 1.5 H+R+RBI,96
521692,Salvador Perez,4,Kansas City Royals,Troy Melton,R,R,0.219,0.265,0.368,0.96,HEART / RBI CLEANUP,2.43,0.9124,0.699,85.7,👑 LOCK: Over 1.5 H+R+RBI,97
703601,Max Clark,8,Detroit Tigers,Noah Cameron,L,L,0.271,0.32,0.414,1.22,BOTTOM LINEUP,2.42,0.911,0.6956,85.2,👑 LOCK: Over 1.5 H+R+RBI,98
608369,Corey Seager,2,Texas Rangers,Reid Detmers,L,L,0.218,0.315,0.415,1.06,LEADOFF / RUN ENGINE,2.42,0.9109,0.6954,85.1,👑 LOCK: Over 1.5 H+R+RBI,99
606192,Teoscar Hernández,8,Los Angeles Dodgers,Bubba Chandler,R,R,0.25,0.313,0.401,1.37,BOTTOM LINEUP,2.4,0.9094,0.6919,84.6,👑 LOCK: Over 1.5 H+R+RBI,100
690924,Braxton Fulford,8,Colorado Rockies,Joey Cantillo,L,R,0.185,0.257,0.292,1.44,BOTTOM LINEUP,2.38,0.9077,0.6877,83.9,👑 LOCK: Over 1.5 H+R+RBI,101
691783,Jordan Lawlar,7,Arizona Diamondbacks,Nick Lodolo,L,R,0.25,0.333,0.354,1.42,BOTTOM LINEUP,2.36,0.9055,0.6826,83.1,👑 LOCK: Over 1.5 H+R+RBI,102
801126,Brock Rodden,9,Seattle Mariners,Matthew Boyd,L,S,0.3,0.375,0.5,1.24,BOTTOM LINEUP,2.36,0.9055,0.6826,83.1,👑 LOCK: Over 1.5 H+R+RBI,103
663616,Trevor Larnach,7,Minnesota Twins,Randy Vásquez,R,L,0.268,0.354,0.422,1.38,BOTTOM LINEUP,2.34,0.9039,0.6787,82.4,👑 LOCK: Over 1.5 H+R+RBI,104
699912,Jose Fernandez,8,Arizona Diamondbacks,Nick Lodolo,L,R,0.261,0.297,0.364,1.42,BOTTOM LINEUP,2.34,0.9034,0.6776,82.2,👑 LOCK: Over 1.5 H+R+RBI,105
671976,Tristan Peters,9,Chicago White Sox,Sean Manaea,L,L,0.27,0.333,0.424,1.32,BOTTOM LINEUP,2.33,0.9029,0.6765,82.0,👑 LOCK: Over 1.5 H+R+RBI,106
687597,Jordan Beck,6,Colorado Rockies,Joey Cantillo,L,R,0.179,0.238,0.304,1.44,BOTTOM LINEUP,2.33,0.9023,0.675,81.8,👑 LOCK: Over 1.5 H+R+RBI,107
663656,Kyle Tucker,6,Los Angeles Dodgers,Bubba Chandler,R,L,0.232,0.327,0.368,1.37,BOTTOM LINEUP,2.3,0.9002,0.6702,80.9,👑 LOCK: Over 1.5 H+R+RBI,108
694374,Tim Tawa,6,Arizona Diamondbacks,Nick Lodolo,L,R,0.235,0.288,0.385,1.42,BOTTOM LINEUP,2.26,0.8955,0.6594,78.8,👑 LOCK: Over 1.5 H+R+RBI,109
686681,Michael Massey,7,Kansas City Royals,Troy Melton,R,L,0.278,0.311,0.447,0.96,BOTTOM LINEUP,2.24,0.893,0.6539,77.7,👑 LOCK: Over 1.5 H+R+RBI,110
679529,Spencer Torkelson,6,Detroit Tigers,Noah Cameron,L,R,0.224,0.313,0.411,1.22,BOTTOM LINEUP,2.23,0.8924,0.6525,77.4,👑 LOCK: Over 1.5 H+R+RBI,111
676439,Hunter Feduccia,9,Los Angeles Dodgers,Bubba Chandler,R,L,0.234,0.306,0.34,1.37,BOTTOM LINEUP,2.21,0.8905,0.6483,76.5,🔥 TARGET: 2+ Combo Value,112
682626,Francisco Alvarez,9,New York Mets,Sean Burke,R,R,0.24,0.329,0.413,1.11,BOTTOM LINEUP,2.2,0.8895,0.6462,76.0,🔥 TARGET: 2+ Combo Value,113
545341,Randal Grichuk,4,Chicago White Sox,Sean Manaea,L,R,0.194,0.212,0.323,1.32,HEART / RBI CLEANUP,2.2,0.8892,0.6455,75.9,🔥 TARGET: 2+ Combo Value,114
668709,JJ Bleday,6,Cincinnati Reds,Eduardo Rodriguez,L,L,0.219,0.333,0.433,1.21,BOTTOM LINEUP,2.17,0.8863,0.639,74.4,🔥 TARGET: 2+ Combo Value,115
595879,Javier Báez,9,Detroit Tigers,Noah Cameron,L,R,0.255,0.285,0.35,1.22,BOTTOM LINEUP,2.17,0.8858,0.638,74.2,🔥 TARGET: 2+ Combo Value,116
650859,Luis Rengifo,2,San Diego Padres,Connor Prielipp,L,S,0.205,0.28,0.254,1.38,LEADOFF / RUN ENGINE,2.17,0.8853,0.6369,73.9,🔥 TARGET: 2+ Combo Value,117
663968,Jake Mangum,7,Pittsburgh Pirates,Yoshinobu Yamamoto,R,S,0.298,0.352,0.387,0.89,BOTTOM LINEUP,2.16,0.8851,0.6364,73.8,🔥 TARGET: 2+ Combo Value,118
668904,Royce Lewis,6,Minnesota Twins,Randy Vásquez,R,R,0.24,0.312,0.419,1.38,BOTTOM LINEUP,2.16,0.8842,0.6346,73.4,🔥 TARGET: 2+ Combo Value,119
686797,Brooks Lee,8,Minnesota Twins,Randy Vásquez,R,S,0.244,0.299,0.419,1.38,BOTTOM LINEUP,2.14,0.8827,0.6313,72.6,🔥 TARGET: 2+ Combo Value,120
641680,Jonah Heim,7,Athletics,Hayden Wesneski,R,S,0.231,0.311,0.41,1.32,BOTTOM LINEUP,2.13,0.8811,0.628,71.8,🔥 TARGET: 2+ Combo Value,121
699393,Pedro Ramírez,7,Chicago Cubs,Emerson Hancock,R,S,0.285,0.344,0.416,1.11,BOTTOM LINEUP,2.13,0.8811,0.6278,71.8,🔥 TARGET: 2+ Combo Value,122
669384,Raynel Delgado,8,Houston Astros,J.T. Ginn,R,L,0.257,0.297,0.371,1.22,BOTTOM LINEUP,2.12,0.8803,0.6262,71.4,🔥 TARGET: 2+ Combo Value,123
673237,Yainer Diaz,6,Houston Astros,J.T. Ginn,R,R,0.254,0.282,0.394,1.22,BOTTOM LINEUP,2.12,0.88,0.6256,71.2,🔥 TARGET: 2+ Combo Value,124
622268,Donovan Walton,8,Athletics,Hayden Wesneski,R,L,0.218,0.386,0.327,1.32,BOTTOM LINEUP,2.1,0.8776,0.6205,70.0,🔥 TARGET: 2+ Combo Value,125
669397,Nick Allen,9,Houston Astros,J.T. Ginn,R,R,0.261,0.3,0.345,1.22,BOTTOM LINEUP,2.1,0.8774,0.62,69.8,🔥 TARGET: 2+ Combo Value,126
701358,Cam Smith,7,Houston Astros,J.T. Ginn,R,R,0.221,0.288,0.397,1.22,BOTTOM LINEUP,2.03,0.8681,0.601,64.8,🔥 TARGET: 2+ Combo Value,127
