player_id,player_name,order,team,opp_pitcher,p_hand,b_hand,ba,obp,slg,sp_whip,production_badge,avg_combo,prob_1plus,prob_2plus,score,target_call,rank
680664,Eduardo Valencia,5,Detroit Tigers,Noah Cameron,L,R,0.356,0.377,0.763,1.22,HEART / RBI CLEANUP,3.8,0.9776,0.8926,96.5,👑 LOCK: Over 1.5 H+R+RBI,1
670541,Yordan Alvarez,2,Houston Astros,J.T. Ginn,R,L,0.319,0.432,0.613,1.22,LEADOFF / RUN ENGINE,3.8,0.9776,0.8926,96.5,👑 LOCK: Over 1.5 H+R+RBI,2
680757,Steven Kwan,1,Cleveland Guardians,Tanner Gordon,R,L,0.265,0.372,0.327,1.44,LEADOFF / RUN ENGINE,3.8,0.9776,0.8926,96.5,👑 LOCK: Over 1.5 H+R+RBI,3
800050,Chase DeLauter,2,Cleveland Guardians,Tanner Gordon,R,L,0.285,0.358,0.442,1.44,LEADOFF / RUN ENGINE,3.8,0.9776,0.8926,96.5,👑 LOCK: Over 1.5 H+R+RBI,4
608070,José Ramírez,3,Cleveland Guardians,Tanner Gordon,R,S,0.239,0.34,0.382,1.44,HEART / RBI CLEANUP,3.8,0.9776,0.8926,96.5,👑 LOCK: Over 1.5 H+R+RBI,5
666176,Jo Adell,4,Cleveland Guardians,Tanner Gordon,R,R,0.208,0.304,0.479,1.44,HEART / RBI CLEANUP,3.8,0.9776,0.8926,96.5,👑 LOCK: Over 1.5 H+R+RBI,6
663993,Nathaniel Lowe,5,Cleveland Guardians,Tanner Gordon,R,L,0.244,0.267,0.463,1.44,HEART / RBI CLEANUP,3.8,0.9776,0.8926,96.5,👑 LOCK: Over 1.5 H+R+RBI,7
694197,Angel Genao,6,Cleveland Guardians,Tanner Gordon,R,S,0.333,0.4,0.444,1.44,BOTTOM LINEUP,3.8,0.9776,0.8926,96.5,👑 LOCK: Over 1.5 H+R+RBI,8
664983,Jake McCarthy,1,Colorado Rockies,Joey Cantillo,L,L,0.295,0.334,0.49,1.44,LEADOFF / RUN ENGINE,3.8,0.9776,0.8926,96.5,👑 LOCK: Over 1.5 H+R+RBI,9
691720,Kyle Karros,2,Colorado Rockies,Joey Cantillo,L,R,0.265,0.361,0.424,1.44,LEADOFF / RUN ENGINE,3.8,0.9776,0.8926,96.5,👑 LOCK: Over 1.5 H+R+RBI,10
694249,Cole Carrigg,3,Colorado Rockies,Joey Cantillo,L,S,0.281,0.364,0.467,1.44,HEART / RBI CLEANUP,3.8,0.9776,0.8926,96.5,👑 LOCK: Over 1.5 H+R+RBI,11
681198,TJ Rumfield,4,Colorado Rockies,Joey Cantillo,L,L,0.292,0.372,0.447,1.44,HEART / RBI CLEANUP,3.8,0.9776,0.8926,96.5,👑 LOCK: Over 1.5 H+R+RBI,12
650489,Willi Castro,5,Colorado Rockies,Joey Cantillo,L,S,0.264,0.335,0.425,1.44,HEART / RBI CLEANUP,3.8,0.9776,0.8926,96.5,👑 LOCK: Over 1.5 H+R+RBI,13
672515,Gabriel Moreno,3,Arizona Diamondbacks,Nick Lodolo,L,R,0.307,0.385,0.47,1.42,HEART / RBI CLEANUP,3.8,0.9776,0.8926,96.5,👑 LOCK: Over 1.5 H+R+RBI,14
660271,Shohei Ohtani,1,Los Angeles Dodgers,Bubba Chandler,R,L,0.291,0.388,0.554,1.37,LEADOFF / RUN ENGINE,3.8,0.9776,0.8926,96.5,👑 LOCK: Over 1.5 H+R+RBI,15
518692,Freddie Freeman,2,Los Angeles Dodgers,Bubba Chandler,R,L,0.303,0.376,0.468,1.37,LEADOFF / RUN ENGINE,3.67,0.9744,0.8807,96.5,👑 LOCK: Over 1.5 H+R+RBI,16
571970,Max Muncy,4,Los Angeles Dodgers,Bubba Chandler,R,L,0.251,0.342,0.497,1.37,HEART / RBI CLEANUP,3.54,0.9708,0.8678,96.5,👑 LOCK: Over 1.5 H+R+RBI,17
681624,Andy Pages,3,Los Angeles Dodgers,Bubba Chandler,R,R,0.272,0.338,0.459,1.37,HEART / RBI CLEANUP,3.53,0.9708,0.8675,96.5,👑 LOCK: Over 1.5 H+R+RBI,18
666160,Mickey Moniak,7,Colorado Rockies,Joey Cantillo,L,L,0.266,0.307,0.539,1.44,BOTTOM LINEUP,3.53,0.9707,0.8672,96.5,👑 LOCK: Over 1.5 H+R+RBI,19
805808,Kevin McGonigle,3,Detroit Tigers,Noah Cameron,L,L,0.282,0.384,0.424,1.22,HEART / RBI CLEANUP,3.49,0.9695,0.8629,96.5,👑 LOCK: Over 1.5 H+R+RBI,20
680777,Ryan Jeffers,4,Minnesota Twins,Randy Vásquez,R,R,0.283,0.39,0.493,1.38,HEART / RBI CLEANUP,3.45,0.9682,0.8585,96.5,👑 LOCK: Over 1.5 H+R+RBI,21
664034,Ty France,4,San Diego Padres,Connor Prielipp,L,R,0.291,0.349,0.511,1.38,HEART / RBI CLEANUP,3.41,0.967,0.8545,96.5,👑 LOCK: Over 1.5 H+R+RBI,22
682998,Corbin Carroll,2,Arizona Diamondbacks,Nick Lodolo,L,L,0.246,0.346,0.484,1.42,LEADOFF / RUN ENGINE,3.34,0.9647,0.8467,96.5,👑 LOCK: Over 1.5 H+R+RBI,23
693307,Dillon Dingler,4,Detroit Tigers,Noah Cameron,L,R,0.255,0.319,0.49,1.22,HEART / RBI CLEANUP,3.33,0.9641,0.8447,96.5,👑 LOCK: Over 1.5 H+R+RBI,24
571448,Nolan Arenado,5,Arizona Diamondbacks,Nick Lodolo,L,R,0.243,0.322,0.443,1.42,HEART / RBI CLEANUP,3.3,0.9631,0.8413,96.5,👑 LOCK: Over 1.5 H+R+RBI,25
650402,Gleyber Torres,1,Detroit Tigers,Noah Cameron,L,R,0.271,0.381,0.401,1.22,LEADOFF / RUN ENGINE,3.23,0.9605,0.8329,96.5,👑 LOCK: Over 1.5 H+R+RBI,26
680869,Zack Gelof,3,Athletics,Hayden Wesneski,R,R,0.269,0.33,0.481,1.32,HEART / RBI CLEANUP,3.23,0.9603,0.8321,96.5,👑 LOCK: Over 1.5 H+R+RBI,27
672695,Geraldo Perdomo,4,Arizona Diamondbacks,Nick Lodolo,L,S,0.244,0.355,0.371,1.42,HEART / RBI CLEANUP,3.23,0.9603,0.8321,96.5,👑 LOCK: Over 1.5 H+R+RBI,28
676724,Jared Young,5,New York Mets,Sean Burke,R,L,0.27,0.337,0.447,1.11,HEART / RBI CLEANUP,3.17,0.9581,0.8252,96.5,👑 LOCK: Over 1.5 H+R+RBI,29
678246,Miguel Vargas,3,Chicago White Sox,Sean Manaea,L,R,0.24,0.347,0.487,1.32,HEART / RBI CLEANUP,3.16,0.9574,0.8228,96.4,👑 LOCK: Over 1.5 H+R+RBI,30
695506,Jac Caglianone,3,Kansas City Royals,Troy Melton,R,L,0.279,0.332,0.495,0.96,HEART / RBI CLEANUP,3.14,0.9569,0.8212,96.3,👑 LOCK: Over 1.5 H+R+RBI,31
545121,Ildemaro Vargas,1,Arizona Diamondbacks,Nick Lodolo,L,S,0.264,0.308,0.407,1.42,LEADOFF / RUN ENGINE,3.14,0.9565,0.8202,96.2,👑 LOCK: Over 1.5 H+R+RBI,32
701678,Hao-Yu Lee,2,Detroit Tigers,Noah Cameron,L,R,0.276,0.319,0.424,1.22,LEADOFF / RUN ENGINE,3.13,0.9564,0.82,96.2,👑 LOCK: Over 1.5 H+R+RBI,33
670623,Isaac Paredes,3,Houston Astros,J.T. Ginn,R,R,0.262,0.355,0.424,1.22,HEART / RBI CLEANUP,3.13,0.9565,0.82,96.2,👑 LOCK: Over 1.5 H+R+RBI,34
701807,Carson Benge,4,New York Mets,Sean Burke,R,L,0.272,0.334,0.418,1.11,HEART / RBI CLEANUP,3.11,0.9553,0.8164,96.1,👑 LOCK: Over 1.5 H+R+RBI,35
808959,Munetaka Murakami,2,Chicago White Sox,Sean Manaea,L,L,0.227,0.363,0.53,1.32,LEADOFF / RUN ENGINE,3.1,0.9551,0.8157,96.0,👑 LOCK: Over 1.5 H+R+RBI,36
605141,Mookie Betts,5,Los Angeles Dodgers,Bubba Chandler,R,R,0.237,0.291,0.412,1.37,HEART / RBI CLEANUP,3.1,0.9548,0.815,96.0,👑 LOCK: Over 1.5 H+R+RBI,37
621439,Byron Buxton,2,Minnesota Twins,Randy Vásquez,R,R,0.256,0.32,0.524,1.38,LEADOFF / RUN ENGINE,3.07,0.9536,0.8112,95.8,👑 LOCK: Over 1.5 H+R+RBI,38
665487,Fernando Tatis Jr.,1,San Diego Padres,Connor Prielipp,L,R,0.28,0.354,0.434,1.38,LEADOFF / RUN ENGINE,3.07,0.9536,0.811,95.8,👑 LOCK: Over 1.5 H+R+RBI,39
642350,Jose Siri,5,Los Angeles Angels,MacKenzie Gore,L,R,0.255,0.312,0.461,1.26,HEART / RBI CLEANUP,3.07,0.9534,0.8107,95.8,👑 LOCK: Over 1.5 H+R+RBI,40
682829,Elly De La Cruz,1,Cincinnati Reds,Eduardo Rodriguez,L,S,0.259,0.343,0.467,1.21,LEADOFF / RUN ENGINE,3.05,0.9527,0.8085,95.7,👑 LOCK: Over 1.5 H+R+RBI,41
677951,Bobby Witt Jr.,2,Kansas City Royals,Troy Melton,R,R,0.286,0.362,0.463,0.96,LEADOFF / RUN ENGINE,3.05,0.9527,0.8083,95.7,👑 LOCK: Over 1.5 H+R+RBI,42
701398,Sal Stewart,2,Cincinnati Reds,Eduardo Rodriguez,L,R,0.259,0.335,0.474,1.21,LEADOFF / RUN ENGINE,3.05,0.9525,0.8076,95.7,👑 LOCK: Over 1.5 H+R+RBI,43
691718,Pete Crow-Armstrong,1,Chicago Cubs,Emerson Hancock,R,L,0.279,0.378,0.55,1.11,LEADOFF / RUN ENGINE,3.04,0.952,0.8063,95.6,👑 LOCK: Over 1.5 H+R+RBI,44
666126,Carlos Cortes,4,Athletics,Hayden Wesneski,R,L,0.26,0.336,0.407,1.32,HEART / RBI CLEANUP,3.03,0.9519,0.8058,95.6,👑 LOCK: Over 1.5 H+R+RBI,45
683953,Travis Bazzana,7,Cleveland Guardians,Tanner Gordon,R,L,0.233,0.328,0.369,1.44,BOTTOM LINEUP,3.02,0.951,0.8033,95.4,👑 LOCK: Over 1.5 H+R+RBI,46
605137,Josh Bell,3,Minnesota Twins,Randy Vásquez,R,S,0.258,0.321,0.433,1.38,HEART / RBI CLEANUP,3.01,0.9508,0.8026,95.4,👑 LOCK: Over 1.5 H+R+RBI,47
693304,Nick Gonzales,4,Pittsburgh Pirates,Yoshinobu Yamamoto,R,R,0.31,0.368,0.404,0.89,HEART / RBI CLEANUP,3.01,0.9506,0.8021,95.4,👑 LOCK: Over 1.5 H+R+RBI,48
545361,Mike Trout,2,Los Angeles Angels,MacKenzie Gore,L,R,0.239,0.382,0.434,1.26,LEADOFF / RUN ENGINE,3.0,0.9501,0.8004,95.3,👑 LOCK: Over 1.5 H+R+RBI,49
805367,Chase Meidroth,1,Chicago White Sox,Sean Manaea,L,R,0.273,0.347,0.406,1.32,LEADOFF / RUN ENGINE,2.99,0.9498,0.7995,95.2,👑 LOCK: Over 1.5 H+R+RBI,50
667472,Dane Myers,3,Cincinnati Reds,Eduardo Rodriguez,L,R,0.256,0.35,0.367,1.21,HEART / RBI CLEANUP,2.96,0.9484,0.7954,95.0,👑 LOCK: Over 1.5 H+R+RBI,51
666182,Bo Bichette,3,New York Mets,Sean Burke,R,R,0.266,0.314,0.388,1.11,HEART / RBI CLEANUP,2.96,0.948,0.7943,94.9,👑 LOCK: Over 1.5 H+R+RBI,52
665833,Oneil Cruz,5,Pittsburgh Pirates,Yoshinobu Yamamoto,R,L,0.266,0.352,0.48,0.89,HEART / RBI CLEANUP,2.94,0.9473,0.7923,94.8,👑 LOCK: Over 1.5 H+R+RBI,53
807712,Luke Keaschall,1,Minnesota Twins,Randy Vásquez,R,R,0.272,0.364,0.377,1.38,LEADOFF / RUN ENGINE,2.94,0.9471,0.7916,94.8,👑 LOCK: Over 1.5 H+R+RBI,54
665019,Kody Clemens,5,Minnesota Twins,Randy Vásquez,R,L,0.236,0.293,0.465,1.38,HEART / RBI CLEANUP,2.91,0.9454,0.7867,94.5,👑 LOCK: Over 1.5 H+R+RBI,55
572233,Christian Walker,5,Houston Astros,J.T. Ginn,R,R,0.23,0.308,0.44,1.22,HEART / RBI CLEANUP,2.89,0.9447,0.7846,94.3,👑 LOCK: Over 1.5 H+R+RBI,56
686527,Dominic Canzone,3,Seattle Mariners,Matthew Boyd,L,L,0.262,0.337,0.494,1.24,HEART / RBI CLEANUP,2.89,0.9442,0.7832,94.3,👑 LOCK: Over 1.5 H+R+RBI,57
703607,Henry Bolte,1,Athletics,Hayden Wesneski,R,R,0.269,0.339,0.367,1.32,LEADOFF / RUN ENGINE,2.87,0.9432,0.7802,94.1,👑 LOCK: Over 1.5 H+R+RBI,58
668804,Bryan Reynolds,3,Pittsburgh Pirates,Yoshinobu Yamamoto,R,S,0.261,0.37,0.427,0.89,HEART / RBI CLEANUP,2.86,0.9427,0.779,94.0,👑 LOCK: Over 1.5 H+R+RBI,59
804668,Rafael Flores Jr.,6,Pittsburgh Pirates,Yoshinobu Yamamoto,R,R,0.313,0.411,0.729,0.89,BOTTOM LINEUP,2.84,0.9418,0.7762,93.8,👑 LOCK: Over 1.5 H+R+RBI,60
596019,Francisco Lindor,2,New York Mets,Sean Burke,R,S,0.239,0.33,0.426,1.11,LEADOFF / RUN ENGINE,2.84,0.9417,0.7759,93.8,👑 LOCK: Over 1.5 H+R+RBI,61
687093,Vaughn Grissom,4,Los Angeles Angels,MacKenzie Gore,L,R,0.249,0.308,0.377,1.26,HEART / RBI CLEANUP,2.84,0.9415,0.7754,93.7,👑 LOCK: Over 1.5 H+R+RBI,62
673548,Seiya Suzuki,2,Chicago Cubs,Emerson Hancock,R,R,0.268,0.36,0.483,1.11,LEADOFF / RUN ENGINE,2.82,0.9405,0.7727,93.5,👑 LOCK: Over 1.5 H+R+RBI,63
662139,Daulton Varsho,4,Houston Astros,J.T. Ginn,R,L,0.243,0.307,0.375,1.22,HEART / RBI CLEANUP,2.8,0.9394,0.7696,93.3,👑 LOCK: Over 1.5 H+R+RBI,64
607043,Brandon Nimmo,4,Texas Rangers,Reid Detmers,L,L,0.268,0.333,0.429,1.06,HEART / RBI CLEANUP,2.8,0.9392,0.769,93.3,👑 LOCK: Over 1.5 H+R+RBI,65
701538,Jackson Merrill,5,San Diego Padres,Connor Prielipp,L,L,0.24,0.29,0.408,1.38,HEART / RBI CLEANUP,2.79,0.9386,0.7672,93.1,👑 LOCK: Over 1.5 H+R+RBI,66
668227,Randy Arozarena,2,Seattle Mariners,Matthew Boyd,L,R,0.272,0.366,0.449,1.24,LEADOFF / RUN ENGINE,2.79,0.9383,0.7666,93.1,👑 LOCK: Over 1.5 H+R+RBI,67
679822,Justin Foscue,1,Texas Rangers,Reid Detmers,L,R,0.266,0.329,0.487,1.06,LEADOFF / RUN ENGINE,2.78,0.938,0.7655,93.0,👑 LOCK: Over 1.5 H+R+RBI,68
695657,Colson Montgomery,5,Chicago White Sox,Sean Manaea,L,L,0.216,0.294,0.433,1.32,HEART / RBI CLEANUP,2.78,0.9378,0.7649,92.9,👑 LOCK: Over 1.5 H+R+RBI,69
677649,Ezequiel Duran,5,Texas Rangers,Reid Detmers,L,R,0.265,0.322,0.434,1.06,HEART / RBI CLEANUP,2.77,0.9374,0.7639,92.9,👑 LOCK: Over 1.5 H+R+RBI,70
694208,Moisés Ballesteros,3,Los Angeles Angels,MacKenzie Gore,L,L,0.231,0.303,0.385,1.26,HEART / RBI CLEANUP,2.76,0.9368,0.7622,92.7,👑 LOCK: Over 1.5 H+R+RBI,71
687263,Zach Neto,1,Los Angeles Angels,MacKenzie Gore,L,R,0.231,0.314,0.422,1.26,LEADOFF / RUN ENGINE,2.76,0.9364,0.7612,92.7,👑 LOCK: Over 1.5 H+R+RBI,72
805999,A.J. Ewing,1,New York Mets,Sean Burke,R,L,0.248,0.324,0.371,1.11,LEADOFF / RUN ENGINE,2.75,0.9358,0.7594,92.5,👑 LOCK: Over 1.5 H+R+RBI,73
514888,Jose Altuve,1,Houston Astros,J.T. Ginn,R,R,0.245,0.309,0.395,1.22,LEADOFF / RUN ENGINE,2.74,0.9357,0.7593,92.5,👑 LOCK: Over 1.5 H+R+RBI,74
694671,Wyatt Langford,3,Texas Rangers,Reid Detmers,L,R,0.251,0.318,0.454,1.06,HEART / RBI CLEANUP,2.74,0.9357,0.7593,92.5,👑 LOCK: Over 1.5 H+R+RBI,75
643446,Jeff McNeil,2,Athletics,Hayden Wesneski,R,L,0.261,0.313,0.357,1.32,LEADOFF / RUN ENGINE,2.74,0.9356,0.7589,92.5,👑 LOCK: Over 1.5 H+R+RBI,76
680977,Brendan Donovan,1,Seattle Mariners,Matthew Boyd,L,L,0.273,0.37,0.409,1.24,LEADOFF / RUN ENGINE,2.72,0.9343,0.7553,92.2,👑 LOCK: Over 1.5 H+R+RBI,77
592518,Manny Machado,3,San Diego Padres,Connor Prielipp,L,R,0.215,0.299,0.413,1.38,HEART / RBI CLEANUP,2.71,0.9337,0.7538,92.0,👑 LOCK: Over 1.5 H+R+RBI,78
686469,Vinnie Pasquantino,5,Kansas City Royals,Troy Melton,R,L,0.244,0.329,0.367,0.96,HEART / RBI CLEANUP,2.71,0.9334,0.7529,91.9,👑 LOCK: Over 1.5 H+R+RBI,79
608324,Alex Bregman,4,Chicago Cubs,Emerson Hancock,R,R,0.255,0.345,0.404,1.11,HEART / RBI CLEANUP,2.7,0.9325,0.7506,91.7,👑 LOCK: Over 1.5 H+R+RBI,80
664040,Brandon Lowe,2,Pittsburgh Pirates,Yoshinobu Yamamoto,R,L,0.253,0.318,0.48,0.89,LEADOFF / RUN ENGINE,2.69,0.9321,0.7493,91.6,👑 LOCK: Over 1.5 H+R+RBI,81
553993,Eugenio Suárez,4,Cincinnati Reds,Eduardo Rodriguez,L,R,0.208,0.289,0.413,1.21,HEART / RBI CLEANUP,2.68,0.9315,0.7479,91.5,👑 LOCK: Over 1.5 H+R+RBI,82
