player_name,team,opp_pitcher,p_hand,b_hand,sp_hr9_split,iso,clash_badge,hr_prob,hr_score,hr_rk,current_drought_games,current_drought_pa,saturation,rho_shape,wb_prob,wb_score,wb_rk,exp_tb,prob_o15,tb_score,tb_rk,prob_1h,hit_score,hit_rk,avg_combo,prob_2plus,combo_score,combo_rk,consensus_score,best_prop_target,rank
Nick Allen,Houston Astros,Jacob Lopez,L,R,1.85,0.084,ABOVE-AVG MATCHUP,0.1174,25.0,141,24,37,1.16,1.02,0.1248,30.9,125,1.48,0.4356,25.0,126,0.7348,61.9,44,2.3,0.6688,80.6,174,38.9,🔥 1.5+ H+R+RBI,134
Ian Happ,Chicago Cubs,Kade Anderson,L,S,1.2,0.198,ABOVE-AVG MATCHUP,0.155,36.8,98,1,5,0.2,1.12,0.1423,38.8,62,1.39,0.4039,25.0,148,0.5507,25.0,215,2.48,0.709,87.1,149,38.8,🔥 1.5+ H+R+RBI,135
Jarred Kelenic,Texas Rangers,Ryan Johnson,R,L,2.34,0.095,ABOVE-AVG MATCHUP,0.1637,40.5,90,12,37,1.16,1.02,0.1248,30.9,124,1.38,0.4025,25.0,150,0.6687,39.2,120,2.14,0.6315,72.7,201,38.6,⚾ High-Floor Value,136
Jose Fernandez,Arizona Diamondbacks,Rhett Lowder,R,R,0.45,0.101,POWER SUPPRESSED,0.0291,25.0,247,0,0,0.0,1.02,0.1175,27.9,192,1.2,0.3367,25.0,188,0.7327,61.2,48,2.37,0.6856,83.6,167,38.5,🔥 1.5+ H+R+RBI,137
JJ Bleday,Cincinnati Reds,Michael Soroka,R,L,0.66,0.211,ABOVE-AVG MATCHUP,0.1059,25.0,155,0,0,0.0,1.12,0.1463,40.8,54,1.6,0.4739,25.6,95,0.6538,34.4,131,2.87,0.7805,94.1,98,38.4,🔥 1.5+ H+R+RBI,138
Bo Bichette,New York Mets,Luis Castillo,R,R,0.92,0.127,NEUTRAL TRAJECTORY,0.0856,25.0,177,14,65,1.53,1.06,0.0997,25.0,212,1.35,0.3894,25.0,158,0.718,56.3,67,2.84,0.776,93.8,101,38.3,🔥 1.5+ H+R+RBI,139
Adley Rutschman,Boston Red Sox,Blade Tidwell,R,S,1.46,0.129,ABOVE-AVG MATCHUP,0.13,27.1,128,10,39,1.09,1.06,0.1155,27.1,196,1.55,0.4582,25.0,102,0.7011,50.4,81,2.65,0.7415,90.9,129,38.0,🔥 1.5+ H+R+RBI,140
Brock Rodden,Seattle Mariners,David Peterson,L,S,0.7,0.167,NEUTRAL TRAJECTORY,0.0759,25.0,189,7,28,0.88,1.02,0.1242,30.7,135,1.33,0.385,25.0,160,0.6912,46.9,100,2.76,0.7622,92.7,113,37.9,🔥 1.5+ H+R+RBI,141
George Springer,Toronto Blue Jays,Ryan Weathers,L,R,1.35,0.152,ABOVE-AVG MATCHUP,0.1734,44.8,74,2,10,0.29,1.06,0.1125,25.9,200,1.44,0.4206,25.0,139,0.6387,29.8,147,2.23,0.6533,77.5,185,37.8,🔥 1.5+ H+R+RBI,142
Kody Clemens,Minnesota Twins,Casey Mize,R,L,0.31,0.232,ABOVE-AVG MATCHUP,0.0494,25.0,224,3,10,0.47,1.12,0.177,56.0,27,1.25,0.3545,25.0,176,0.5375,25.0,221,2.19,0.6422,75.1,192,37.8,🔥 1.5+ H+R+RBI,143
Carlos Cortes,Athletics,Hunter Brown,R,L,1.45,0.145,ABOVE-AVG MATCHUP,0.1555,37.0,97,8,17,0.4,1.06,0.0937,25.0,235,1.39,0.4037,25.0,149,0.64,30.2,142,3.04,0.8062,95.6,76,37.7,🔥 1.5+ H+R+RBI,144
Lars Nootbaar,Arizona Diamondbacks,Rhett Lowder,R,L,1.63,0.12,ABOVE-AVG MATCHUP,0.1455,32.9,113,1,6,0.19,1.02,0.1211,29.4,165,1.47,0.4328,25.0,129,0.68,43.0,108,2.3,0.669,80.7,173,37.7,🔥 1.5+ H+R+RBI,145
Brooks Lee,Minnesota Twins,Casey Mize,R,S,0.31,0.174,NEUTRAL TRAJECTORY,0.0355,25.0,235,11,33,1.21,1.12,0.1559,45.5,43,1.05,0.2812,25.0,217,0.545,25.0,218,2.83,0.774,93.6,105,37.7,🔥 1.5+ H+R+RBI,146
Mike Trout,Los Angeles Angels,Cody Bradford,L,R,0.0,0.194,ABOVE-AVG MATCHUP,0.0198,25.0,256,0,0,0.0,1.12,0.1235,30.4,147,1.4,0.4067,25.0,147,0.6803,43.1,107,3.41,0.8538,96.5,25,37.7,🔥 1.5+ H+R+RBI,147
Brian Navarreto,Miami Marlins,Jake Irvin,R,R,1.8,0.138,ABOVE-AVG MATCHUP,0.181,48.2,68,12,28,0.88,1.02,0.1242,30.7,133,1.16,0.3238,25.0,196,0.5133,25.0,239,2.03,0.6012,64.9,226,37.5,⚾ High-Floor Value,148
Andrés Giménez,Toronto Blue Jays,Ryan Weathers,L,L,0.83,0.116,POWER SUPPRESSED,0.0698,25.0,202,3,12,0.23,1.06,0.0735,25.0,242,1.23,0.3474,25.0,182,0.7082,52.9,76,2.72,0.755,92.1,118,37.5,🔥 1.5+ H+R+RBI,149
Denzer Guzman,Los Angeles Angels,Cody Bradford,L,R,0.0,0.134,NEUTRAL TRAJECTORY,0.0198,25.0,254,9,38,1.14,1.06,0.124,30.6,137,1.13,0.3137,25.0,202,0.6819,43.7,105,2.84,0.7749,93.7,104,37.5,🔥 1.5+ H+R+RBI,150
Christian Koss,San Francisco Giants,Patrick Sandoval,L,R,0.33,0.054,POWER SUPPRESSED,0.0198,25.0,263,36,98,3.06,1.02,0.127,31.9,93,1.0,0.2656,25.0,228,0.6835,44.3,104,2.65,0.742,90.9,128,37.5,🔥 1.5+ H+R+RBI,151
Jacob Gonzalez,Pittsburgh Pirates,Tarik Skubal,L,L,1.37,0.116,ABOVE-AVG MATCHUP,0.1199,25.0,135,5,17,0.57,1.06,0.1323,34.2,76,1.41,0.4128,25.0,143,0.715,55.2,69,2.11,0.624,70.8,208,37.4,⚾ High-Floor Value,152
Alec Bohm,Philadelphia Phillies,TBD Pitcher,R,R,1.2,0.143,NEUTRAL TRAJECTORY,0.1387,30.3,119,0,0,0.0,1.06,0.095,25.0,261,1.49,0.4395,25.0,120,0.672,40.3,115,2.93,0.7908,94.7,90,37.3,🔥 1.5+ H+R+RBI,153
Jonathan Aranda,Tampa Bay Rays,Brandon Young,R,L,0.89,0.137,NEUTRAL TRAJECTORY,0.0891,25.0,174,0,0,0.0,1.12,0.0817,25.0,262,1.37,0.397,25.0,153,0.6932,47.6,95,3.57,0.8709,96.5,14,37.2,🔥 1.5+ H+R+RBI,154
Connor Norby,Colorado Rockies,Tanner Bibee,R,R,0.82,0.12,NEUTRAL TRAJECTORY,0.084,25.0,182,10,38,1.19,1.02,0.1249,31.0,121,1.25,0.3558,25.0,175,0.6687,39.2,121,3.22,0.832,96.5,50,37.2,🔥 1.5+ H+R+RBI,155
David Hamilton,Milwaukee Brewers,Martín Pérez,L,L,1.16,0.097,NEUTRAL TRAJECTORY,0.0825,25.0,183,43,144,4.5,1.02,0.1279,32.3,84,1.22,0.3433,25.0,184,0.6725,40.5,114,2.76,0.7626,92.8,112,37.2,🔥 1.5+ H+R+RBI,156
Colt Keith,Detroit Tigers,Michael Wacha,R,L,0.81,0.153,NEUTRAL TRAJECTORY,0.0784,25.0,186,62,196,4.83,1.06,0.111,25.4,203,1.45,0.4264,25.0,135,0.6911,46.9,102,3.23,0.8332,96.5,49,37.2,🔥 1.5+ H+R+RBI,157
Colton Cowser,Baltimore Orioles,Shane McClanahan,L,L,0.72,0.139,NEUTRAL TRAJECTORY,0.0738,25.0,192,36,90,3.23,1.06,0.1541,44.6,45,0.79,0.1874,25.0,246,0.3877,25.0,262,2.63,0.7385,90.6,130,37.2,🔥 1.5+ H+R+RBI,158
Garrett Mitchell,Milwaukee Brewers,Martín Pérez,L,L,1.16,0.16,NEUTRAL TRAJECTORY,0.1325,28.0,124,5,18,0.38,1.06,0.0836,25.0,236,1.51,0.4442,25.0,114,0.6985,49.5,88,2.35,0.6801,82.7,169,36.7,🔥 1.5+ H+R+RBI,159
Jacob Young,Washington Nationals,Eury Pérez,R,R,1.57,0.15,ABOVE-AVG MATCHUP,0.1725,44.4,76,0,0,0.0,1.06,0.0888,25.0,259,1.47,0.4309,25.0,131,0.6265,26.3,156,2.18,0.6402,74.7,193,36.6,🔥 1.5+ H+R+RBI,160
Liam Hicks,Tampa Bay Rays,Brandon Young,R,L,0.89,0.15,NEUTRAL TRAJECTORY,0.0972,25.0,168,0,0,0.0,1.12,0.1042,25.0,263,1.41,0.4117,25.0,145,0.6932,47.6,96,2.69,0.7502,91.7,123,36.6,🔥 1.5+ H+R+RBI,161
George Lombard Jr.,New York Yankees,Dylan Cease,R,R,0.3,0.135,NEUTRAL TRAJECTORY,0.0352,25.0,237,0,0,0.0,1.02,0.1175,27.9,184,1.05,0.2814,25.0,216,0.6718,40.3,116,3.07,0.8107,95.8,72,36.6,🔥 1.5+ H+R+RBI,162
Jhonny Pereda,Seattle Mariners,David Peterson,L,R,0.7,0.081,POWER SUPPRESSED,0.032,25.0,244,5,16,0.5,1.02,0.123,30.2,151,1.12,0.3092,25.0,203,0.7189,56.6,66,2.11,0.6224,70.4,210,36.6,⚾ High-Floor Value,163
Jorge Barrosa,Arizona Diamondbacks,Rhett Lowder,R,S,1.63,0.144,ABOVE-AVG MATCHUP,0.172,44.2,77,15,53,1.66,1.02,0.1256,31.3,109,1.42,0.4144,25.0,142,0.6168,25.0,163,2.02,0.5994,64.4,227,36.5,⚾ High-Floor Value,164
Brendan Donovan,Seattle Mariners,David Peterson,L,L,1.29,0.132,NEUTRAL TRAJECTORY,0.1086,25.0,152,0,0,0.0,1.02,0.1175,27.9,191,1.36,0.3939,25.0,156,0.6715,40.2,117,2.99,0.7989,95.2,86,36.5,🔥 1.5+ H+R+RBI,165
Andrew Vaughn,Milwaukee Brewers,Martín Pérez,L,R,0.78,0.152,NEUTRAL TRAJECTORY,0.0868,25.0,175,2,9,0.17,1.06,0.0711,25.0,246,1.38,0.4011,25.0,152,0.6806,43.3,106,3.35,0.8471,96.5,30,36.5,🔥 1.5+ H+R+RBI,166
Freddy Fermin,San Diego Padres,Dean Kremer,R,R,2.53,0.113,ABOVE-AVG MATCHUP,0.1823,48.8,67,45,119,3.72,1.02,0.1275,32.1,87,1.22,0.345,25.0,183,0.4911,25.0,242,1.85,0.5517,50.5,245,36.3,⚾ High-Floor Value,167
John Rave,Kansas City Royals,Drew Anderson,R,L,1.13,0.209,ABOVE-AVG MATCHUP,0.1506,35.0,108,1,1,0.03,1.02,0.1188,28.4,180,1.53,0.4516,25.0,109,0.5819,25.0,193,2.6,0.7322,89.9,133,36.3,🔥 1.5+ H+R+RBI,168
Brian Serven,Athletics,Hunter Brown,R,R,0.89,0.231,ABOVE-AVG MATCHUP,0.1523,35.7,107,2,4,0.12,1.02,0.1205,29.1,169,1.27,0.3638,25.0,170,0.4371,25.0,251,2.44,0.6994,85.7,155,36.2,🔥 1.5+ H+R+RBI,169
Carter Jensen,Kansas City Royals,Drew Anderson,R,L,1.13,0.186,ABOVE-AVG MATCHUP,0.1352,29.0,123,2,6,0.21,1.12,0.1284,32.5,82,1.54,0.4567,25.0,104,0.6297,27.2,151,2.76,0.7618,92.7,114,36.2,🔥 1.5+ H+R+RBI,170
David Fry,Cleveland Guardians,Gabriel Hughes,R,R,0.61,0.154,NEUTRAL TRAJECTORY,0.0804,25.0,185,14,35,1.25,1.06,0.146,40.6,56,1.46,0.4279,25.0,132,0.6157,25.0,165,2.55,0.723,88.9,142,36.1,🔥 1.5+ H+R+RBI,171
Kaelen Culpepper,Minnesota Twins,Casey Mize,R,R,1.06,0.106,NEUTRAL TRAJECTORY,0.0726,25.0,196,0,0,0.0,1.02,0.1175,27.9,193,1.36,0.3958,25.0,155,0.6921,47.2,99,2.35,0.681,82.8,168,36.1,🔥 1.5+ H+R+RBI,172
Austin Riley,Atlanta Braves,Logan Henderson,R,R,1.33,0.146,ABOVE-AVG MATCHUP,0.1445,32.5,115,18,75,2.2,1.12,0.1352,35.5,69,1.21,0.3402,25.0,186,0.5578,25.0,209,2.28,0.6652,79.9,178,36.0,🔥 1.5+ H+R+RBI,173
Moisés Ballesteros,Los Angeles Angels,Cody Bradford,L,R,0.0,0.16,NEUTRAL TRAJECTORY,0.0198,25.0,257,8,22,0.55,1.06,0.1,25.0,231,1.24,0.3513,25.0,178,0.6939,47.9,94,2.4,0.6905,84.4,164,35.8,🔥 1.5+ H+R+RBI,174
Gary Sánchez,Milwaukee Brewers,Martín Pérez,L,R,0.78,0.222,ABOVE-AVG MATCHUP,0.1299,27.1,129,0,0,0.0,1.06,0.1499,42.5,50,1.49,0.439,25.0,121,0.5393,25.0,220,2.23,0.6523,77.3,187,35.7,🔥 1.5+ H+R+RBI,175
Francisco Alvarez,New York Mets,Luis Castillo,R,R,0.92,0.172,NEUTRAL TRAJECTORY,0.1141,25.0,147,0,0,0.0,1.06,0.1333,34.7,72,1.48,0.4365,25.0,124,0.6747,41.2,111,2.17,0.6387,74.4,195,35.7,⚾ High-Floor Value,176
Chase Meidroth,Chicago White Sox,Christian Scott,R,R,0.3,0.132,NEUTRAL TRAJECTORY,0.0299,25.0,246,0,0,0.0,1.06,0.0794,25.0,266,1.11,0.3037,25.0,207,0.6676,38.9,122,3.09,0.8139,96.0,67,35.7,🔥 1.5+ H+R+RBI,177
Ezequiel Tovar,Colorado Rockies,Tanner Bibee,R,R,0.82,0.122,NEUTRAL TRAJECTORY,0.0853,25.0,180,1,4,0.09,1.06,0.0785,25.0,257,1.26,0.3572,25.0,174,0.6669,38.6,123,3.0,0.8013,95.3,81,35.6,🔥 1.5+ H+R+RBI,178
Josh Bell,Minnesota Twins,Casey Mize,R,S,0.31,0.173,NEUTRAL TRAJECTORY,0.0353,25.0,236,4,16,0.54,1.12,0.1332,34.6,73,1.08,0.2941,25.0,212,0.5666,25.0,203,2.99,0.8,95.3,85,35.5,🔥 1.5+ H+R+RBI,179
Jazz Chisholm Jr.,New York Yankees,Dylan Cease,R,L,0.8,0.172,NEUTRAL TRAJECTORY,0.1145,25.0,146,23,91,3.32,1.12,0.1729,53.9,33,1.03,0.2763,25.0,221,0.4737,25.0,246,1.9,0.5663,54.9,241,34.9,⚾ High-Floor Value,180
Alex Call,Los Angeles Dodgers,Jared Jones,R,R,1.75,0.076,ABOVE-AVG MATCHUP,0.1014,25.0,162,47,114,3.56,1.02,0.1274,32.0,88,1.19,0.332,25.0,192,0.6243,25.7,157,2.75,0.7605,92.6,117,34.8,🔥 1.5+ H+R+RBI,181
Jake Mangum,Pittsburgh Pirates,Tarik Skubal,L,S,0.82,0.092,POWER SUPPRESSED,0.0479,25.0,226,39,109,3.41,1.02,0.1273,32.0,90,1.12,0.3084,25.0,204,0.6454,31.8,137,2.4,0.692,84.6,161,34.8,🔥 1.5+ H+R+RBI,182
Cooper Pratt,Milwaukee Brewers,Martín Pérez,L,R,0.78,0.091,POWER SUPPRESSED,0.0451,25.0,227,27,97,3.03,1.02,0.127,31.9,94,1.06,0.2867,25.0,215,0.6051,25.0,174,2.9,0.7859,94.4,96,34.8,🔥 1.5+ H+R+RBI,183
Donovan Walton,Athletics,Hunter Brown,R,L,1.45,0.105,ABOVE-AVG MATCHUP,0.1152,25.0,143,17,55,1.72,1.02,0.1257,31.3,106,1.14,0.3147,25.0,201,0.5725,25.0,201,2.91,0.7873,94.5,93,34.7,🔥 1.5+ H+R+RBI,184
Christian Yelich,Milwaukee Brewers,Martín Pérez,L,L,1.16,0.143,NEUTRAL TRAJECTORY,0.1193,25.0,137,2,10,0.23,1.06,0.089,25.0,243,1.33,0.3853,25.0,159,0.6524,33.9,132,2.75,0.761,92.6,115,34.5,🔥 1.5+ H+R+RBI,185
Nick Gonzales,Pittsburgh Pirates,Tarik Skubal,L,R,0.82,0.093,POWER SUPPRESSED,0.0484,25.0,225,53,212,2.55,1.06,0.0538,25.0,204,1.16,0.3241,25.0,195,0.6624,37.1,125,2.51,0.7152,87.9,147,34.5,🔥 1.5+ H+R+RBI,186
Dylan Crews,Washington Nationals,Eury Pérez,R,R,1.57,0.143,ABOVE-AVG MATCHUP,0.1651,41.1,87,4,17,0.54,1.06,0.1257,31.3,110,1.3,0.3723,25.0,167,0.5642,25.0,205,1.9,0.5654,54.6,242,34.4,⚾ High-Floor Value,187
Cedric Mullins,Tampa Bay Rays,Brandon Young,R,L,0.89,0.146,NEUTRAL TRAJECTORY,0.0947,25.0,171,9,37,1.14,1.06,0.1264,31.6,99,1.15,0.3201,25.0,197,0.5622,25.0,207,2.67,0.7452,91.2,127,34.4,🔥 1.5+ H+R+RBI,188
Alika Williams,Athletics,Hunter Brown,R,R,0.89,0.126,NEUTRAL TRAJECTORY,0.0823,25.0,184,15,32,1.0,1.02,0.1245,30.8,131,1.01,0.2669,25.0,226,0.5822,25.0,192,2.77,0.7633,92.8,111,34.4,🔥 1.5+ H+R+RBI,189
Ceddanne Rafaela,Boston Red Sox,Blade Tidwell,R,R,0.0,0.177,NEUTRAL TRAJECTORY,0.0198,25.0,266,4,13,0.4,1.12,0.1187,28.4,179,0.89,0.222,25.0,236,0.5834,25.0,190,3.56,0.87,96.5,15,34.3,🔥 1.5+ H+R+RBI,190
Isaac Collins,Kansas City Royals,Drew Anderson,R,S,1.13,0.121,NEUTRAL TRAJECTORY,0.0861,25.0,176,3,7,0.1,1.06,0.0526,25.0,254,1.24,0.3531,25.0,177,0.6396,30.0,144,2.84,0.7752,93.7,103,34.0,🔥 1.5+ H+R+RBI,191
Luke Keaschall,Minnesota Twins,Casey Mize,R,R,1.06,0.103,NEUTRAL TRAJECTORY,0.0706,25.0,200,9,39,0.57,1.06,0.0602,25.0,230,1.3,0.3715,25.0,168,0.6701,39.7,119,2.29,0.6669,80.3,175,34.0,🔥 1.5+ H+R+RBI,192
Darell Hernaiz,Athletics,Hunter Brown,R,R,0.89,0.05,NEUTRAL TRAJECTORY,0.0335,25.0,241,12,21,0.66,1.02,0.1236,30.4,142,0.74,0.1686,25.0,250,0.5284,25.0,229,2.59,0.7309,89.8,134,34.0,🔥 1.5+ H+R+RBI,193
Dominic Smith,Atlanta Braves,Logan Henderson,R,L,1.48,0.124,ABOVE-AVG MATCHUP,0.1372,29.7,121,0,0,0.0,1.06,0.0958,25.0,258,1.26,0.3602,25.0,172,0.5782,25.0,196,2.53,0.7188,88.3,144,33.9,🔥 1.5+ H+R+RBI,194
Cal Raleigh,Seattle Mariners,David Peterson,L,S,0.7,0.148,NEUTRAL TRAJECTORY,0.0676,25.0,206,10,43,1.52,1.06,0.1461,40.7,55,0.98,0.2552,25.0,229,0.5219,25.0,236,2.1,0.6194,69.7,215,33.8,⚾ High-Floor Value,195
Caleb Durbin,Boston Red Sox,Blade Tidwell,R,R,0.0,0.147,NEUTRAL TRAJECTORY,0.0198,25.0,265,24,91,2.36,1.06,0.1122,25.8,201,0.72,0.1641,25.0,253,0.5244,25.0,234,3.26,0.8359,96.5,44,33.8,🔥 1.5+ H+R+RBI,196
Ali Sánchez,New York Yankees,Dylan Cease,R,R,0.3,0.079,POWER SUPPRESSED,0.0198,25.0,252,24,47,1.47,1.02,0.1253,31.1,113,0.82,0.1998,25.0,243,0.6077,25.0,173,2.46,0.7041,86.4,151,33.7,🔥 1.5+ H+R+RBI,197
Connor Wong,Boston Red Sox,Blade Tidwell,R,R,0.0,0.131,NEUTRAL TRAJECTORY,0.0198,25.0,267,32,99,3.09,1.02,0.127,31.9,92,0.69,0.1516,25.0,257,0.5188,25.0,237,2.41,0.6932,84.8,160,33.7,🔥 1.5+ H+R+RBI,198
Braden Montgomery,Chicago White Sox,Christian Scott,R,S,1.17,0.134,NEUTRAL TRAJECTORY,0.1131,25.0,149,0,0,0.0,1.02,0.1175,27.9,189,1.26,0.3592,25.0,173,0.6148,25.0,167,2.68,0.7485,91.5,125,33.6,🔥 1.5+ H+R+RBI,199
Bryan Reynolds,Pittsburgh Pirates,Tarik Skubal,L,S,0.82,0.167,NEUTRAL TRAJECTORY,0.0995,25.0,164,4,19,0.5,1.12,0.1051,25.0,233,1.24,0.3512,25.0,179,0.6008,25.0,178,3.2,0.8287,96.5,52,33.6,🔥 1.5+ H+R+RBI,200
Braxton Fulford,Colorado Rockies,Tanner Bibee,R,R,0.82,0.103,POWER SUPPRESSED,0.062,25.0,208,2,2,0.06,1.02,0.1195,28.7,178,1.07,0.2915,25.0,213,0.6126,25.0,168,2.61,0.7346,90.2,131,33.6,🔥 1.5+ H+R+RBI,201
Andruw Monasterio,Boston Red Sox,Blade Tidwell,R,R,0.0,0.161,NEUTRAL TRAJECTORY,0.0198,25.0,264,12,35,0.72,1.06,0.0847,25.0,226,0.76,0.1756,25.0,249,0.5299,25.0,227,3.16,0.8241,96.4,56,33.6,🔥 1.5+ H+R+RBI,202
Alan Roden,Minnesota Twins,Casey Mize,R,L,0.31,0.05,POWER SUPPRESSED,0.0198,25.0,270,26,72,2.25,1.02,0.1263,31.6,98,0.66,0.1424,25.0,259,0.5269,25.0,232,2.4,0.6917,84.6,162,33.6,🔥 1.5+ H+R+RBI,203
Daulton Varsho,Houston Astros,Jacob Lopez,L,L,0.76,0.132,NEUTRAL TRAJECTORY,0.0739,25.0,191,12,44,0.82,1.06,0.0775,25.0,222,1.01,0.269,25.0,225,0.5888,25.0,186,3.08,0.8131,95.9,68,33.5,🔥 1.5+ H+R+RBI,204
Alex Bregman,Chicago Cubs,Kade Anderson,L,R,1.2,0.16,NEUTRAL TRAJECTORY,0.1216,25.0,133,2,10,0.31,1.12,0.1173,27.8,194,1.32,0.3804,25.0,163,0.6155,25.0,166,2.6,0.7333,90.0,132,33.4,🔥 1.5+ H+R+RBI,205
Carson Kelly,Chicago Cubs,Kade Anderson,L,R,1.2,0.11,NEUTRAL TRAJECTORY,0.0853,25.0,179,14,50,1.04,1.06,0.0864,25.0,219,1.18,0.3283,25.0,194,0.6391,29.9,146,2.52,0.717,88.1,146,33.4,🔥 1.5+ H+R+RBI,206
Cole Young,Seattle Mariners,David Peterson,L,L,1.29,0.14,NEUTRAL TRAJECTORY,0.1148,25.0,145,1,3,0.09,1.12,0.098,25.0,256,1.31,0.3776,25.0,164,0.6232,25.4,158,2.84,0.7754,93.7,102,33.3,🔥 1.5+ H+R+RBI,207
Dane Myers,Cincinnati Reds,Michael Soroka,R,R,0.48,0.11,POWER SUPPRESSED,0.0338,25.0,240,21,32,0.66,1.06,0.0835,25.0,227,0.91,0.2321,25.0,234,0.5549,25.0,211,2.85,0.7773,93.9,100,33.3,🔥 1.5+ H+R+RBI,208
Henry Davis,Pittsburgh Pirates,Tarik Skubal,L,R,0.82,0.129,NEUTRAL TRAJECTORY,0.0778,25.0,187,25,74,2.31,1.06,0.1329,34.5,74,0.86,0.2133,25.0,239,0.3919,25.0,261,2.19,0.6422,75.1,191,33.1,🔥 1.5+ H+R+RBI,209
Christian Franklin,Baltimore Orioles,Shane McClanahan,L,R,0.7,0.05,POWER SUPPRESSED,0.0225,25.0,248,12,28,0.88,1.02,0.1242,30.7,134,0.69,0.1517,25.0,256,0.5224,25.0,235,2.33,0.676,81.9,171,33.1,🔥 1.5+ H+R+RBI,210
Austin Hays,San Diego Padres,Dean Kremer,R,R,2.53,0.093,ABOVE-AVG MATCHUP,0.1526,35.8,105,3,10,0.31,1.02,0.1221,29.8,156,1.31,0.3765,25.0,165,0.5613,25.0,208,1.93,0.5743,57.2,237,32.9,⚾ High-Floor Value,211
Jordan Beck,Colorado Rockies,Tanner Bibee,R,R,0.82,0.12,POWER SUPPRESSED,0.0719,25.0,197,11,33,1.03,1.02,0.1245,30.8,130,1.19,0.335,25.0,189,0.6408,30.4,140,2.14,0.6316,72.7,200,32.9,⚾ High-Floor Value,212
Oswald Peraza,Los Angeles Angels,Cody Bradford,L,R,0.0,0.123,NEUTRAL TRAJECTORY,0.0198,25.0,258,2,8,0.17,1.06,0.0819,25.0,247,1.07,0.289,25.0,214,0.6645,37.8,124,2.13,0.6292,72.1,203,32.7,⚾ High-Floor Value,213
Kevin Alcántara,Chicago Cubs,Kade Anderson,L,R,1.2,0.131,NEUTRAL TRAJECTORY,0.1007,25.0,163,19,21,0.66,1.02,0.1236,30.4,143,1.1,0.3007,25.0,209,0.5524,25.0,213,2.25,0.6572,78.4,182,32.6,🔥 1.5+ H+R+RBI,214
Josh Naylor,Seattle Mariners,David Peterson,L,L,1.29,0.102,NEUTRAL TRAJECTORY,0.085,25.0,181,15,66,1.28,1.06,0.0822,25.0,216,1.23,0.3479,25.0,181,0.6594,36.2,127,2.16,0.6363,73.8,196,32.6,⚾ High-Floor Value,215
Daylen Lile,Washington Nationals,Eury Pérez,R,L,0.51,0.159,NEUTRAL TRAJECTORY,0.0602,25.0,209,19,87,2.46,1.12,0.1325,34.3,75,1.05,0.2809,25.0,218,0.5363,25.0,224,2.12,0.6262,71.4,206,32.6,⚾ High-Floor Value,216
Eli White,Boston Red Sox,Blade Tidwell,R,R,0.0,0.173,NEUTRAL TRAJECTORY,0.0198,25.0,268,11,24,0.73,1.06,0.1218,29.7,157,0.78,0.1832,25.0,247,0.4943,25.0,241,2.28,0.6653,80.0,177,32.6,🔥 1.5+ H+R+RBI,217
Leo Jiménez,Miami Marlins,Jake Irvin,R,R,1.8,0.067,ABOVE-AVG MATCHUP,0.0924,25.0,173,37,109,3.41,1.02,0.1273,32.0,89,1.15,0.3177,25.0,198,0.6569,35.4,130,1.97,0.5868,60.9,230,32.5,⚾ High-Floor Value,218
Gunnar Henderson,Baltimore Orioles,Shane McClanahan,L,L,0.72,0.177,NEUTRAL TRAJECTORY,0.093,25.0,172,3,14,0.48,1.12,0.1348,35.3,70,0.95,0.2447,25.0,232,0.3989,25.0,260,2.07,0.6126,67.9,220,32.4,⚾ High-Floor Value,219
LaMonte Wade Jr.,Houston Astros,Jacob Lopez,L,L,0.76,0.115,POWER SUPPRESSED,0.0553,25.0,214,1,4,0.12,1.02,0.1205,29.1,170,0.9,0.2273,25.0,235,0.5495,25.0,216,2.23,0.6527,77.4,186,32.2,🔥 1.5+ H+R+RBI,220
Jim Jarvis,Atlanta Braves,Logan Henderson,R,L,1.48,0.093,ABOVE-AVG MATCHUP,0.1047,25.0,159,6,20,0.62,1.02,0.1235,30.4,144,1.0,0.2658,25.0,227,0.4888,25.0,243,2.18,0.64,74.6,194,32.1,🔥 1.5+ H+R+RBI,221
Kyle Tucker,Los Angeles Dodgers,Jared Jones,R,L,1.42,0.134,ABOVE-AVG MATCHUP,0.1418,31.5,118,6,25,0.55,1.06,0.0888,25.0,232,1.48,0.4359,25.0,125,0.6101,25.0,170,2.08,0.6145,68.4,218,32.0,⚾ High-Floor Value,222
Royce Lewis,Minnesota Twins,Casey Mize,R,R,1.06,0.178,NEUTRAL TRAJECTORY,0.1188,25.0,139,1,3,0.1,1.06,0.124,30.6,139,1.52,0.4505,25.0,110,0.6031,25.0,175,2.14,0.6295,72.2,202,31.9,⚾ High-Floor Value,223
Luke Maile,Kansas City Royals,Drew Anderson,R,R,1.51,0.16,ABOVE-AVG MATCHUP,0.1538,36.3,103,0,0,0.0,1.02,0.1175,27.9,190,1.52,0.4498,25.0,111,0.5733,25.0,200,1.84,0.5501,50.0,246,31.8,⚾ High-Floor Value,224
Carlos Narváez,Baltimore Orioles,Shane McClanahan,L,R,0.7,0.088,POWER SUPPRESSED,0.0393,25.0,230,15,53,1.66,1.02,0.1256,31.3,108,0.83,0.2034,25.0,242,0.532,25.0,225,2.1,0.6207,70.0,213,31.8,⚾ High-Floor Value,225
