player_name,team,opp_pitcher,p_hand,b_hand,sp_hr9_split,iso,clash_badge,hr_prob,hr_score,hr_rk,current_drought_games,current_drought_pa,saturation,rho_shape,wb_prob,wb_score,wb_rk,exp_tb,prob_o15,tb_score,tb_rk,prob_1h,hit_score,hit_rk,avg_combo,prob_2plus,combo_score,combo_rk,consensus_score,best_prop_target,rank
Brenton Doyle,Chicago White Sox,Christian Scott,R,R,0.3,0.112,POWER SUPPRESSED,0.0216,25.0,249,12,39,1.22,1.02,0.1249,31.0,118,0.84,0.2067,25.0,241,0.5294,25.0,228,2.11,0.6234,70.7,209,31.8,⚾ High-Floor Value,226
Lawrence Butler,Athletics,Hunter Brown,R,L,1.45,0.137,ABOVE-AVG MATCHUP,0.1476,33.8,110,5,13,0.36,1.06,0.1082,25.0,239,1.21,0.3395,25.0,187,0.553,25.0,212,1.97,0.5862,60.7,231,31.7,⚾ High-Floor Value,227
Jeff McNeil,Athletics,Hunter Brown,R,L,1.45,0.095,ABOVE-AVG MATCHUP,0.1048,25.0,158,22,78,1.19,1.06,0.0651,25.0,218,1.22,0.3432,25.0,185,0.64,30.2,143,2.14,0.6316,72.7,198,31.6,⚾ High-Floor Value,228
José Caballero,New York Yankees,Dylan Cease,R,R,0.3,0.144,NEUTRAL TRAJECTORY,0.0375,25.0,231,14,51,1.66,1.06,0.1356,35.7,68,0.94,0.2432,25.0,233,0.5824,25.0,191,1.97,0.5854,60.5,232,31.6,⚾ High-Floor Value,229
Kyle Isbel,Kansas City Royals,Drew Anderson,R,L,1.13,0.12,NEUTRAL TRAJECTORY,0.0854,25.0,178,2,7,0.15,1.06,0.0814,25.0,251,1.27,0.3608,25.0,171,0.6507,33.4,135,2.07,0.6116,67.7,221,31.5,⚾ High-Floor Value,230
Jase Bowen,San Diego Padres,Dean Kremer,R,R,2.53,0.104,ABOVE-AVG MATCHUP,0.1691,42.9,81,39,59,1.84,1.02,0.1258,31.3,104,1.1,0.2997,25.0,210,0.4499,25.0,249,1.19,0.3349,25.0,265,31.4,⚾ High-Floor Value,231
Henry Bolte,Athletics,Hunter Brown,R,R,0.89,0.098,NEUTRAL TRAJECTORY,0.0646,25.0,207,24,85,1.58,1.06,0.0799,25.0,211,0.95,0.2458,25.0,230,0.5905,25.0,184,2.24,0.6546,77.8,184,31.3,🔥 1.5+ H+R+RBI,232
Hunter Feduccia,Los Angeles Dodgers,Jared Jones,R,L,1.42,0.106,ABOVE-AVG MATCHUP,0.114,25.0,148,27,62,1.94,1.02,0.126,31.4,102,1.38,0.4025,25.0,151,0.6164,25.0,164,2.01,0.5969,63.7,228,31.1,⚾ High-Floor Value,233
Edmundo Sosa,Philadelphia Phillies,TBD Pitcher,R,R,1.2,0.134,NEUTRAL TRAJECTORY,0.1306,27.3,126,7,15,0.37,1.06,0.0957,25.0,238,1.35,0.3922,25.0,157,0.6293,27.1,152,2.04,0.6045,65.8,222,30.9,⚾ High-Floor Value,234
Jared Triolo,Pittsburgh Pirates,Tarik Skubal,L,R,0.82,0.068,POWER SUPPRESSED,0.0356,25.0,234,51,168,5.25,1.02,0.1283,32.4,83,0.88,0.2185,25.0,238,0.5437,25.0,219,1.97,0.5854,60.5,233,30.9,⚾ High-Floor Value,235
J.T. Realmuto,Philadelphia Phillies,TBD Pitcher,R,R,1.2,0.126,NEUTRAL TRAJECTORY,0.1233,25.0,132,4,15,0.33,1.06,0.0869,25.0,240,1.32,0.3814,25.0,162,0.6293,27.1,153,2.1,0.6206,70.0,214,30.7,⚾ High-Floor Value,236
Matt McLain,Cincinnati Reds,Michael Soroka,R,R,0.48,0.156,NEUTRAL TRAJECTORY,0.0557,25.0,212,25,107,3.3,1.06,0.1343,35.1,71,0.88,0.2203,25.0,237,0.4224,25.0,258,1.89,0.5631,53.9,243,30.7,⚾ High-Floor Value,237
Mauricio Dubón,Atlanta Braves,Logan Henderson,R,R,1.33,0.125,ABOVE-AVG MATCHUP,0.1251,25.4,131,5,18,0.37,1.06,0.0803,25.0,237,1.29,0.3685,25.0,169,0.6435,31.2,139,1.99,0.5926,62.5,229,30.6,⚾ High-Floor Value,238
Dylan Beavers,Baltimore Orioles,Shane McClanahan,L,L,0.72,0.139,NEUTRAL TRAJECTORY,0.0738,25.0,193,3,9,0.22,1.06,0.0945,25.0,245,0.85,0.2091,25.0,240,0.4245,25.0,256,2.13,0.6274,71.7,205,30.6,⚾ High-Floor Value,239
Austin Wells,New York Yankees,Dylan Cease,R,L,0.8,0.117,POWER SUPPRESSED,0.0679,25.0,205,11,38,1.04,1.06,0.1128,26.0,198,0.74,0.1685,25.0,251,0.3699,25.0,263,2.09,0.6187,69.5,216,30.6,⚾ High-Floor Value,240
Jose Trevino,Cincinnati Reds,Michael Soroka,R,R,0.48,0.143,NEUTRAL TRAJECTORY,0.0512,25.0,219,18,55,1.72,1.02,0.1257,31.3,107,0.95,0.2449,25.0,231,0.5275,25.0,231,1.97,0.585,60.3,234,30.6,⚾ High-Floor Value,241
Jakob Marsee,Miami Marlins,Jake Irvin,R,L,1.39,0.11,ABOVE-AVG MATCHUP,0.1157,25.0,142,23,104,1.48,1.06,0.0616,25.0,214,1.12,0.308,25.0,205,0.5008,25.0,240,2.11,0.6218,70.3,212,30.4,⚾ High-Floor Value,242
Michael Busch,Chicago Cubs,Kade Anderson,L,L,1.2,0.146,NEUTRAL TRAJECTORY,0.1116,25.0,150,22,93,2.45,1.12,0.1239,30.5,140,1.23,0.3489,25.0,180,0.595,25.0,182,1.96,0.5828,59.7,235,30.4,⚾ High-Floor Value,243
Jackson Holliday,Baltimore Orioles,Shane McClanahan,L,L,0.72,0.132,NEUTRAL TRAJECTORY,0.0702,25.0,201,2,4,0.09,1.06,0.0829,25.0,255,0.81,0.1962,25.0,244,0.4125,25.0,259,2.09,0.6174,69.2,217,30.3,⚾ High-Floor Value,244
Billy Cook,Pittsburgh Pirates,Tarik Skubal,L,R,0.82,0.062,POWER SUPPRESSED,0.0325,25.0,242,69,49,1.53,1.02,0.1254,31.2,112,0.72,0.1628,25.0,254,0.4231,25.0,257,1.9,0.567,55.1,240,30.0,⚾ High-Floor Value,245
Davis Schneider,Toronto Blue Jays,Ryan Weathers,L,R,1.35,0.132,ABOVE-AVG MATCHUP,0.1524,35.7,106,1,3,0.09,1.02,0.1201,28.9,173,1.02,0.2704,25.0,224,0.4594,25.0,248,1.65,0.492,33.3,254,29.9,⚾ High-Floor Value,246
Leody Taveras,Baltimore Orioles,Shane McClanahan,L,S,0.7,0.132,NEUTRAL TRAJECTORY,0.0683,25.0,203,16,44,0.78,1.06,0.0734,25.0,223,1.1,0.3012,25.0,208,0.6085,25.0,172,2.04,0.6035,65.5,224,29.9,⚾ High-Floor Value,247
Drew Romo,Chicago White Sox,Christian Scott,R,S,1.17,0.164,NEUTRAL TRAJECTORY,0.1366,29.5,122,2,5,0.2,1.06,0.1464,40.8,53,1.03,0.2759,25.0,222,0.429,25.0,254,1.44,0.4221,25.0,257,29.7,⚾ High-Floor Value,248
Nico Hoerner,Chicago Cubs,Kade Anderson,L,R,1.2,0.098,NEUTRAL TRAJECTORY,0.0763,25.0,188,11,48,0.61,1.06,0.052,25.0,229,1.14,0.3157,25.0,200,0.6405,30.3,141,1.92,0.5717,56.5,238,29.6,⚾ High-Floor Value,249
Travis d'Arnaud,Los Angeles Angels,Cody Bradford,L,R,0.0,0.08,POWER SUPPRESSED,0.0198,25.0,259,13,38,1.19,1.02,0.1249,31.0,120,0.8,0.1895,25.0,245,0.581,25.0,194,1.83,0.5461,48.8,247,29.2,⚾ High-Floor Value,250
Christopher Morel,New York Mets,Luis Castillo,R,R,0.92,0.05,NEUTRAL TRAJECTORY,0.0346,25.0,238,23,77,2.41,1.02,0.1264,31.6,97,0.71,0.1578,25.0,255,0.5374,25.0,222,1.81,0.5399,47.0,249,29.1,⚾ High-Floor Value,251
Luisangel Acuña,Chicago White Sox,Christian Scott,R,R,0.3,0.05,POWER SUPPRESSED,0.0198,25.0,260,53,135,4.22,1.02,0.1278,32.2,85,0.72,0.1643,25.0,252,0.594,25.0,183,1.79,0.5328,44.9,252,29.0,⚾ High-Floor Value,252
Buddy Kennedy,San Francisco Giants,Patrick Sandoval,L,R,0.33,0.05,POWER SUPPRESSED,0.0198,25.0,262,22,42,1.31,1.02,0.1251,31.0,116,0.5,0.0902,25.0,269,0.4772,25.0,245,1.81,0.5408,47.2,248,29.0,⚾ High-Floor Value,253
Ben Rortvedt,Los Angeles Dodgers,Jared Jones,R,L,1.42,0.05,ABOVE-AVG MATCHUP,0.0555,25.0,213,10,16,0.5,1.02,0.123,30.2,150,0.77,0.1787,25.0,248,0.5369,25.0,223,1.8,0.5372,46.2,250,28.7,⚾ High-Floor Value,254
Miguel Amaya,Chicago Cubs,Kade Anderson,L,R,1.2,0.136,NEUTRAL TRAJECTORY,0.1044,25.0,160,0,0,0.0,1.06,0.0823,25.0,267,1.18,0.3295,25.0,193,0.5844,25.0,189,1.9,0.5672,55.1,239,28.6,⚾ High-Floor Value,255
Eric Wagaman,New York Mets,Luis Castillo,R,R,0.92,0.143,NEUTRAL TRAJECTORY,0.0958,25.0,169,1,2,0.06,1.02,0.1195,28.7,175,1.14,0.3158,25.0,199,0.5951,25.0,181,1.79,0.5338,45.2,251,28.2,⚾ High-Floor Value,256
Gabriel Arias,Chicago Cubs,Kade Anderson,L,R,1.2,0.05,NEUTRAL TRAJECTORY,0.0397,25.0,229,5,17,0.61,1.06,0.1417,38.6,63,0.5,0.0902,25.0,267,0.3297,25.0,268,0.7,0.1558,25.0,270,28.0,⚾ High-Floor Value,257
Jake Rogers,Chicago White Sox,Christian Scott,R,R,0.3,0.214,ABOVE-AVG MATCHUP,0.0503,25.0,222,18,59,1.84,1.02,0.1258,31.3,103,1.04,0.2803,25.0,219,0.4262,25.0,255,1.61,0.4794,30.0,255,27.0,⚾ High-Floor Value,258
Luis Rengifo,San Diego Padres,Dean Kremer,R,S,2.01,0.05,ABOVE-AVG MATCHUP,0.0683,25.0,204,61,223,6.97,1.02,0.1289,32.7,81,1.02,0.2717,25.0,223,0.5474,25.0,217,1.38,0.4025,25.0,261,26.7,⚾ High-Floor Value,259
Leo Rivas,Seattle Mariners,David Peterson,L,S,0.7,0.05,POWER SUPPRESSED,0.0199,25.0,251,45,131,4.09,1.02,0.1277,32.2,86,0.56,0.1078,25.0,262,0.4772,25.0,244,1.28,0.3643,25.0,263,26.6,⚾ High-Floor Value,260
Ha-Seong Kim,Atlanta Braves,Logan Henderson,R,R,1.33,0.05,ABOVE-AVG MATCHUP,0.0521,25.0,217,31,85,2.66,1.02,0.1267,31.7,96,0.5,0.0902,25.0,265,0.3297,25.0,266,0.82,0.1969,25.0,267,26.5,⚾ High-Floor Value,261
Garrett Stubbs,Philadelphia Phillies,TBD Pitcher,R,L,1.2,0.05,NEUTRAL TRAJECTORY,0.0509,25.0,220,26,49,1.53,1.02,0.1254,31.2,111,0.61,0.1252,25.0,261,0.5135,25.0,238,1.38,0.4005,25.0,262,26.4,⚾ High-Floor Value,262
Jake Cronenworth,San Diego Padres,Dean Kremer,R,L,2.01,0.073,ABOVE-AVG MATCHUP,0.0981,25.0,165,11,42,1.31,1.02,0.1251,31.0,117,1.19,0.3348,25.0,190,0.5794,25.0,195,1.55,0.4595,25.2,256,26.3,⚾ High-Floor Value,263
Michael Toglia,Cincinnati Reds,Michael Soroka,R,S,0.66,0.077,POWER SUPPRESSED,0.0325,25.0,243,10,28,0.88,1.02,0.1242,30.7,136,0.67,0.1471,25.0,258,0.43,25.0,253,1.09,0.2973,25.0,266,26.3,⚾ High-Floor Value,264
Héctor Rodríguez,Cincinnati Reds,Michael Soroka,R,L,0.66,0.05,POWER SUPPRESSED,0.0212,25.0,250,12,37,1.16,1.02,0.1248,30.9,126,0.52,0.0953,25.0,263,0.4383,25.0,250,1.39,0.4056,25.0,260,26.3,⚾ High-Floor Value,265
Jahmai Jones,Boston Red Sox,Blade Tidwell,R,R,0.0,0.084,POWER SUPPRESSED,0.0198,25.0,269,9,17,0.53,1.02,0.1231,30.2,148,0.5,0.0902,25.0,270,0.3297,25.0,270,1.43,0.4175,25.0,258,26.1,⚾ High-Floor Value,266
Cristian Pache,New York Mets,Luis Castillo,R,R,0.92,0.05,NEUTRAL TRAJECTORY,0.0346,25.0,239,8,6,0.19,1.02,0.1211,29.4,162,0.5,0.0902,25.0,266,0.3297,25.0,267,0.7,0.1558,25.0,269,26.0,⚾ High-Floor Value,267
Andrew Knizner,San Francisco Giants,Patrick Sandoval,L,R,0.33,0.05,POWER SUPPRESSED,0.0198,25.0,261,4,9,0.28,1.02,0.1219,29.7,158,0.5,0.0902,25.0,268,0.3297,25.0,269,0.71,0.1605,25.0,268,26.0,⚾ High-Floor Value,268
Ke'Bryan Hayes,Cincinnati Reds,Michael Soroka,R,R,0.48,0.102,POWER SUPPRESSED,0.0314,25.0,245,21,60,1.51,1.06,0.1061,25.0,213,0.64,0.1349,25.0,260,0.3493,25.0,264,1.39,0.4057,25.0,259,25.0,⚾ High-Floor Value,269
Heliot Ramos,New York Yankees,Dylan Cease,R,R,0.3,0.082,POWER SUPPRESSED,0.0198,25.0,253,18,68,1.69,1.06,0.1055,25.0,209,0.5,0.0916,25.0,264,0.3297,25.0,265,1.21,0.3419,25.0,264,25.0,⚾ High-Floor Value,270
