player_id,player_name,order,team,opp_pitcher,p_hand,b_hand,slg,iso,opp_slg_split,xbh_badge,exp_tb,prob_o15,prob_o25,score,target_call,rank
663968,Jake Mangum,7,Pittsburgh Pirates,Yoshinobu Yamamoto,R,S,0.387,0.089,0.285,BALANCED SLUGGER,0.99,0.2592,0.0778,25.0,⚾ Baseline TB Range,146
518595,Travis d'Arnaud,8,Los Angeles Angels,MacKenzie Gore,L,R,0.271,0.083,0.404,BALANCED SLUGGER,0.98,0.2566,0.0765,25.0,⚾ Baseline TB Range,147
669397,Nick Allen,9,Houston Astros,J.T. Ginn,R,R,0.345,0.084,0.311,BALANCED SLUGGER,0.96,0.2494,0.073,25.0,⚾ Baseline TB Range,148
694497,Evan Carter,9,Texas Rangers,Reid Detmers,L,L,0.319,0.125,0.333,BALANCED SLUGGER,0.95,0.2459,0.0713,25.0,⚾ Baseline TB Range,149
669707,Jared Triolo,9,Pittsburgh Pirates,Yoshinobu Yamamoto,R,R,0.308,0.07,0.339,BALANCED SLUGGER,0.93,0.2399,0.0685,25.0,⚾ Baseline TB Range,150
694378,Jacob Gonzalez,8,Pittsburgh Pirates,Yoshinobu Yamamoto,R,L,0.36,0.116,0.285,BALANCED SLUGGER,0.92,0.234,0.0658,25.0,⚾ Baseline TB Range,151
663647,Ke'Bryan Hayes,9,Cincinnati Reds,Eduardo Rodriguez,L,R,0.255,0.103,0.392,BALANCED SLUGGER,0.89,0.2253,0.0619,25.0,⚾ Baseline TB Range,152
680977,Brendan Donovan,1,Seattle Mariners,Matthew Boyd,L,L,0.409,0.136,0.275,BALANCED SLUGGER,0.89,0.2221,0.0604,25.0,⚾ Baseline TB Range,153
702284,Cole Young,8,Seattle Mariners,Matthew Boyd,L,L,0.395,0.141,0.275,BALANCED SLUGGER,0.85,0.2111,0.0556,25.0,⚾ Baseline TB Range,154
679845,Nick Loftin,6,Kansas City Royals,Troy Melton,R,R,0.374,0.143,0.228,BALANCED SLUGGER,0.84,0.2042,0.0527,25.0,⚾ Baseline TB Range,155
683227,Cody Freeman,7,Texas Rangers,Reid Detmers,L,R,0.259,0.05,0.359,BALANCED SLUGGER,0.83,0.2026,0.0521,25.0,⚾ Baseline TB Range,156
650859,Luis Rengifo,2,San Diego Padres,Connor Prielipp,L,S,0.254,0.05,0.403,BALANCED SLUGGER,0.82,0.1998,0.0509,25.0,⚾ Baseline TB Range,157
521692,Salvador Perez,4,Kansas City Royals,Troy Melton,R,R,0.368,0.149,0.228,BALANCED SLUGGER,0.82,0.1993,0.0507,25.0,⚾ Baseline TB Range,158
647304,Josh Naylor,5,Seattle Mariners,Matthew Boyd,L,L,0.371,0.103,0.275,BALANCED SLUGGER,0.8,0.1923,0.0478,25.0,⚾ Baseline TB Range,159
621493,Taylor Ward,6,Seattle Mariners,Matthew Boyd,L,R,0.211,0.053,0.452,BALANCED SLUGGER,0.75,0.1736,0.0406,25.0,⚾ Baseline TB Range,160
669911,Michael Toglia,8,Cincinnati Reds,Eduardo Rodriguez,L,S,0.192,0.077,0.392,BALANCED SLUGGER,0.67,0.1465,0.031,25.0,⚾ Baseline TB Range,161
668670,Jake Rogers,8,Chicago White Sox,Sean Manaea,L,R,0.1,0.05,0.484,BALANCED SLUGGER,0.5,0.0902,0.0144,25.0,⚾ Baseline TB Range,162
