player_id,player_name,order,team,opp_pitcher,p_hand,b_hand,slg,iso,opp_slg_split,xbh_badge,exp_tb,prob_o15,prob_o25,score,target_call,rank
650859,Luis Rengifo,9,San Diego Padres,Dean Kremer,R,S,0.254,0.05,0.5,BALANCED SLUGGER,1.03,0.2735,0.085,25.0,⚾ Baseline TB Range,225
676914,Davis Schneider,6,Toronto Blue Jays,Ryan Weathers,L,R,0.274,0.132,0.396,BALANCED SLUGGER,1.02,0.2719,0.0842,25.0,⚾ Baseline TB Range,226
662139,Daulton Varsho,4,Houston Astros,Jacob Lopez,L,L,0.375,0.132,0.302,BALANCED SLUGGER,1.01,0.269,0.0827,25.0,⚾ Baseline TB Range,227
675961,Alika Williams,1,Athletics,Hunter Brown,R,R,0.387,0.126,0.291,BALANCED SLUGGER,1.01,0.2669,0.0816,25.0,⚾ Baseline TB Range,228
805347,Jim Jarvis,9,Atlanta Braves,Logan Henderson,R,L,0.306,0.093,0.367,BALANCED SLUGGER,1.0,0.2658,0.0811,25.0,⚾ Baseline TB Range,229
683766,Christian Koss,4,San Francisco Giants,Patrick Sandoval,L,R,0.258,0.054,0.375,BALANCED SLUGGER,1.0,0.2656,0.081,25.0,⚾ Baseline TB Range,230
663728,Cal Raleigh,3,Seattle Mariners,David Peterson,L,S,0.305,0.148,0.41,BALANCED SLUGGER,0.98,0.2559,0.0762,25.0,⚾ Baseline TB Range,231
703607,Henry Bolte,6,Athletics,Hunter Brown,R,R,0.365,0.098,0.291,BALANCED SLUGGER,0.95,0.2458,0.0713,25.0,⚾ Baseline TB Range,232
624431,Jose Trevino,6,Cincinnati Reds,Michael Soroka,R,R,0.381,0.143,0.278,BALANCED SLUGGER,0.95,0.2449,0.0709,25.0,⚾ Baseline TB Range,233
683002,Gunnar Henderson,7,Baltimore Orioles,Shane McClanahan,L,L,0.399,0.177,0.25,GAP [2B/3B EDGE],0.95,0.2447,0.0708,25.0,⚾ Baseline TB Range,234
676609,José Caballero,9,New York Yankees,Dylan Cease,R,R,0.381,0.144,0.264,BALANCED SLUGGER,0.95,0.2445,0.0707,25.0,⚾ Baseline TB Range,235
667472,Dane Myers,1,Cincinnati Reds,Michael Soroka,R,R,0.367,0.11,0.278,BALANCED SLUGGER,0.91,0.2321,0.0649,25.0,⚾ Baseline TB Range,236
664774,LaMonte Wade Jr.,8,Houston Astros,Jacob Lopez,L,L,0.333,0.115,0.302,BALANCED SLUGGER,0.9,0.2273,0.0628,25.0,⚾ Baseline TB Range,237
678882,Ceddanne Rafaela,5,Boston Red Sox,Blade Tidwell,R,R,0.462,0.177,0.174,GAP [2B/3B EDGE],0.89,0.222,0.0604,25.0,⚾ Baseline TB Range,238
680574,Matt McLain,8,Cincinnati Reds,Michael Soroka,R,R,0.354,0.156,0.278,BALANCED SLUGGER,0.88,0.2203,0.0596,25.0,⚾ Baseline TB Range,239
669707,Jared Triolo,8,Pittsburgh Pirates,Tarik Skubal,L,R,0.304,0.068,0.322,BALANCED SLUGGER,0.88,0.2185,0.0589,25.0,⚾ Baseline TB Range,240
680779,Henry Davis,5,Pittsburgh Pirates,Tarik Skubal,L,R,0.299,0.129,0.322,BALANCED SLUGGER,0.86,0.2133,0.0566,25.0,⚾ Baseline TB Range,241
687637,Dylan Beavers,6,Baltimore Orioles,Shane McClanahan,L,L,0.38,0.139,0.25,BALANCED SLUGGER,0.85,0.2091,0.0548,25.0,⚾ Baseline TB Range,242
686668,Brenton Doyle,3,Chicago White Sox,Christian Scott,R,R,0.306,0.112,0.308,BALANCED SLUGGER,0.84,0.2067,0.0538,25.0,⚾ Baseline TB Range,243
665966,Carlos Narváez,1,Baltimore Orioles,Shane McClanahan,L,R,0.275,0.088,0.339,BALANCED SLUGGER,0.83,0.2034,0.0524,25.0,⚾ Baseline TB Range,244
702616,Jackson Holliday,8,Baltimore Orioles,Shane McClanahan,L,L,0.364,0.132,0.25,BALANCED SLUGGER,0.81,0.1962,0.0494,25.0,⚾ Baseline TB Range,245
518595,Travis d'Arnaud,9,Los Angeles Angels,Cody Bradford,L,R,0.26,0.08,0.342,BALANCED SLUGGER,0.8,0.1895,0.0467,25.0,⚾ Baseline TB Range,246
681297,Colton Cowser,5,Baltimore Orioles,Shane McClanahan,L,L,0.353,0.139,0.25,BALANCED SLUGGER,0.79,0.1874,0.0459,25.0,⚾ Baseline TB Range,247
642201,Eli White,7,Boston Red Sox,Blade Tidwell,R,R,0.406,0.173,0.174,GAP [2B/3B EDGE],0.78,0.1832,0.0443,25.0,⚾ Baseline TB Range,248
666163,Ben Rortvedt,3,Los Angeles Dodgers,Jared Jones,R,L,0.188,0.05,0.455,BALANCED SLUGGER,0.77,0.1787,0.0425,25.0,⚾ Baseline TB Range,249
655316,Andruw Monasterio,2,Boston Red Sox,Blade Tidwell,R,R,0.419,0.161,0.174,BALANCED SLUGGER,0.76,0.1756,0.0414,25.0,⚾ Baseline TB Range,250
669224,Austin Wells,8,New York Yankees,Dylan Cease,R,L,0.292,0.117,0.269,BALANCED SLUGGER,0.74,0.1695,0.0391,25.0,⚾ Baseline TB Range,251
687231,Darell Hernaiz,4,Athletics,Hunter Brown,R,R,0.283,0.05,0.291,BALANCED SLUGGER,0.74,0.1686,0.0387,25.0,⚾ Baseline TB Range,252
682668,Luisangel Acuña,8,Chicago White Sox,Christian Scott,R,R,0.263,0.05,0.308,BALANCED SLUGGER,0.72,0.1643,0.0372,25.0,⚾ Baseline TB Range,253
702332,Caleb Durbin,4,Boston Red Sox,Blade Tidwell,R,R,0.401,0.147,0.174,BALANCED SLUGGER,0.72,0.1641,0.0371,25.0,⚾ Baseline TB Range,254
695257,Billy Cook,1,Pittsburgh Pirates,Tarik Skubal,L,R,0.25,0.062,0.322,BALANCED SLUGGER,0.72,0.1628,0.0366,25.0,⚾ Baseline TB Range,255
666624,Christopher Morel,5,New York Mets,Luis Castillo,R,R,0.206,0.05,0.383,BALANCED SLUGGER,0.71,0.1578,0.0348,25.0,⚾ Baseline TB Range,256
681047,Christian Franklin,3,Baltimore Orioles,Shane McClanahan,L,R,0.227,0.05,0.339,BALANCED SLUGGER,0.69,0.1517,0.0327,25.0,⚾ Baseline TB Range,257
657136,Connor Wong,6,Boston Red Sox,Blade Tidwell,R,R,0.381,0.131,0.174,BALANCED SLUGGER,0.69,0.1516,0.0327,25.0,⚾ Baseline TB Range,258
669911,Michael Toglia,9,Cincinnati Reds,Michael Soroka,R,S,0.192,0.077,0.393,BALANCED SLUGGER,0.67,0.1471,0.0312,25.0,⚾ Baseline TB Range,259
702176,Alan Roden,1,Minnesota Twins,Casey Mize,R,L,0.279,0.05,0.295,BALANCED SLUGGER,0.66,0.1436,0.03,25.0,⚾ Baseline TB Range,260
663647,Ke'Bryan Hayes,7,Cincinnati Reds,Michael Soroka,R,R,0.257,0.102,0.278,BALANCED SLUGGER,0.64,0.1349,0.0271,25.0,⚾ Baseline TB Range,261
596117,Garrett Stubbs,8,Philadelphia Phillies,TBD Pitcher,R,L,0.159,0.05,0.405,BALANCED SLUGGER,0.61,0.126,0.0243,25.0,⚾ Baseline TB Range,262
660844,Leo Rivas,9,Seattle Mariners,David Peterson,L,S,0.174,0.05,0.41,BALANCED SLUGGER,0.56,0.1081,0.0191,25.0,⚾ Baseline TB Range,263
699302,Héctor Rodríguez,4,Cincinnati Reds,Michael Soroka,R,L,0.147,0.05,0.393,BALANCED SLUGGER,0.52,0.0953,0.0157,25.0,⚾ Baseline TB Range,264
671218,Heliot Ramos,3,New York Yankees,Dylan Cease,R,R,0.204,0.082,0.264,BALANCED SLUGGER,0.51,0.0923,0.0149,25.0,⚾ Baseline TB Range,265
665506,Cristian Pache,6,New York Mets,Luis Castillo,R,R,0.0,0.05,0.383,BALANCED SLUGGER,0.5,0.0902,0.0144,25.0,⚾ Baseline TB Range,266
672356,Gabriel Arias,3,Chicago Cubs,Kade Anderson,L,R,0.0,0.05,0.405,BALANCED SLUGGER,0.5,0.0902,0.0144,25.0,⚾ Baseline TB Range,267
668800,Andrew Knizner,1,San Francisco Giants,Patrick Sandoval,L,R,0.0,0.05,0.375,BALANCED SLUGGER,0.5,0.0902,0.0144,25.0,⚾ Baseline TB Range,268
671083,Buddy Kennedy,3,San Francisco Giants,Patrick Sandoval,L,R,0.115,0.05,0.375,BALANCED SLUGGER,0.5,0.0902,0.0144,25.0,⚾ Baseline TB Range,269
663330,Jahmai Jones,8,Boston Red Sox,Blade Tidwell,R,R,0.221,0.084,0.174,BALANCED SLUGGER,0.5,0.0902,0.0144,25.0,⚾ Baseline TB Range,270
